PK,Rank,,,Artist,Title,Label,Wks On,Points,,,Spins,,,Dayparts,,,,,Impressions,,,,,Stations,,Avg. Station Rotations,,,,w/o OVN,,6am to 7pm,,Format By Format Rank,,,,,,,,,,,,
117,226,213,Yes,LUKE COMBS,Any Given Friday Night,River House/Columbia Nash,-,9,9,0,2,2,0,0,2,0,0,0,0.015,0.015,0,167,146,1,0,1,2,2,0,197,2,248,2,-,-,213,-,-,-,-,-,-,-,-,-,-
104,208,214,,TIM MCGRAW,Humble and Kind (Nunca Te ...),McGraw/Columbia Nashville,-,9,10,-1,5,6,-1,3,0,1,1,0,0.007,0,0.007,218,447,3,1,3,1.7,2,-0.3,214,2,249,2,-,-,214,-,-,-,-,-,-,-,-,-,-
159,806,215,Yes,MIKE RYAN,Dear Country Music,Rock & Soul,-,8,0,8,1,0,1,0,0,0,0,1,0,0,0,555,499,1,1,1,1,0,1,289,1,535,0,-,-,215,-,-,-,-,-,-,-,-,-,-
93,804,216,Yes,KENNY CHESNEY,"No Shoes, No Shirt..(Live '17)",Blue Chair/Columbia,-,8,0,8,1,0,1,0,0,0,0,1,0,0,0,501,322,1,1,1,1,0,1,470,1,536,0,-,-,216,-,-,-,-,-,-,-,-,-,-
127,485,217,Yes,BRAD PAISLEY,The Star Spangled Banner,---,-,8,3,5,2,1,1,1,1,0,0,0,0.005,0.005,0,317,221,2,2,2,0.7,0.3,0.3,297,1,281,1,-,-,217,-,-,-,-,-,-,-,-,-,-
218,409,218,Yes,STEELES,A Hundred Different Altars,StowTown,-,8,4,4,2,1,1,0,2,0,0,0,0.013,0.006,0.007,180,208,2,1,2,1,0.5,0.5,206,2,250,2,-,-,218,-,-,-,-,-,-,-,-,-,-
126,424,219,Yes,WADE BOWEN,Everything Has Your Memory,Bowen Sound/Thirty Tigers,-,8,4,4,1,1,0,0,0,0,0,1,0,0.003,-0.003,494,230,1,1,1,0.5,0.5,0,227,1,537,0,-,-,219,-,-,-,-,-,-,-,-,-,-
190,237,220,Yes,GREATER VISION,Think About There,Daywind,-,8,8,0,2,2,0,0,2,0,0,0,0.013,0.013,0,176,153,2,0,2,1,1,0,198,2,251,2,-,-,220,-,-,-,-,-,-,-,-,-,-
90,-,221,Yes,JELLY ROLL & K. MICHELLE,Love Can Build A Bridge,BMG,-,8,0,8,1,0,1,0,0,1,0,0,0.018,0,0.018,150,404,1,1,1,1,0,1,361,1,282,1,-,-,221,-,-,-,-,-,-,-,-,-,-
157,-,222,Yes,GREYLAN JAMES,Young Man,BMLG,-,8,0,8,1,0,1,1,0,0,0,0,0.001,0,0.001,466,403,1,1,1,1,0,1,568,0,538,0,-,-,222,-,-,-,-,-,-,-,-,-,-
189,-,223,Yes,CASEY DONAHEW,Queen For A Night,Almost Country,-,8,0,8,1,0,1,0,0,0,0,1,0,0,0,508,351,1,1,1,1,0,1,332,1,539,0,-,-,223,-,-,-,-,-,-,-,-,-,-
88,238,224,Yes,JON PARDI,Dirt On My Boots (Live 2020),Capitol Nashville,-,8,8,0,1,1,0,0,0,1,0,0,0.016,0.016,0,165,144,1,0,1,1,1,0,491,1,283,1,-,-,224,-,-,-,-,-,-,-,-,-,-
78,240,225,Yes,ASHLEY MCBRYDE,The Devil I Know,Warner Nashville/WMN,-,8,8,0,1,1,0,1,0,0,0,0,0.001,0.001,0,471,267,1,0,1,1,1,0,546,0,540,0,-,-,225,-,-,-,-,-,-,-,-,-,-
224,246,226,Yes,CASE HARDIN,Honky Tonk Highway,---,-,8,8,0,1,1,0,0,0,0,0,1,0,0,0,522,389,1,0,1,1,1,0,501,1,541,0,-,-,226,-,-,-,-,-,-,-,-,-,-
118,251,227,Yes,CODY JINKS,Ain't A Train,Late August,-,8,8,0,1,1,0,0,0,0,0,1,0,0,0,525,405,1,0,1,1,1,0,448,1,542,0,-,-,227,-,-,-,-,-,-,-,-,-,-
127,250,228,Yes,RANDY ROGERS BAND,Crazy People,TommyJacksn/Thirty Tigers,-,8,8,0,1,1,0,0,0,0,0,1,0,0,0,553,496,1,0,1,1,1,0,484,1,543,0,-,-,228,-,-,-,-,-,-,-,-,-,-
197,254,229,Yes,MICKY & THE MOTORCARS,Stranger Tonight,Micky&Motor/Thirty Tigers,-,8,8,0,1,1,0,0,0,0,0,1,0,0,0,536,450,1,0,1,1,1,0,278,1,544,0,-,-,229,-,-,-,-,-,-,-,-,-,-
109,253,230,Yes,ZACH BRYAN,From Austin,Warner,-,8,8,0,1,1,0,0,0,0,0,1,0,0,0,497,310,1,0,1,1,1,0,265,1,545,0,-,-,230,-,-,1142,-,-,-,-,-,-,-
194,244,231,Yes,JON STORK,Blood,Jon Stork Music,-,8,8,0,1,1,0,0,0,0,0,1,0,0,0,566,530,1,0,1,1,1,0,310,1,546,0,-,-,231,-,-,-,-,-,-,-,-,-,-
139,247,232,Yes,RANDY ROGERS BAND,Nothing But Love Songs,TommyJacksn/Thirty Tigers,-,8,8,0,1,1,0,0,0,0,0,1,0,0,0,554,497,1,0,1,1,1,0,506,1,547,0,-,-,232,-,-,-,-,-,-,-,-,-,-
164,242,233,Yes,FLATLAND CAVALRY,A Cowboy Knows How,---,-,8,8,0,1,1,0,0,0,0,0,1,0,0,0,512,368,1,0,1,1,1,0,387,1,548,0,-,-,233,-,-,-,-,-,-,-,-,-,-
55,245,234,Yes,AARON WATSON,Kiss That Girl Goodbye,BIG Label,-,8,8,0,1,1,0,0,0,0,0,1,0,0,0,579,571,1,0,1,1,1,0,230,1,549,0,-,-,234,-,-,-,-,-,-,-,-,-,-
32,228,235,,BROTHERS OSBORNE,I'm Not For Everyone,EMI Nashville,-,8,9,-1,2,3,-1,1,0,1,0,0,0.01,0.003,0.007,189,231,2,0,2,0.7,1,-0.3,356,1,284,1,-,-,235,-,-,-,-,-,-,-,-,-,-
150,198,236,,FLATLAND CAVALRY,Come Back Down,---,-,8,11,-3,1,2,-1,0,0,0,0,1,0,0.005,-0.005,513,216,1,0,1,0.5,1,-0.5,385,1,550,0,-,-,236,-,-,-,-,-,-,-,-,-,-
165,182,237,,LUKE COMBS,I Got Away With You,River House/Columbia Nash,-,8,13,-5,4,6,-2,1,0,1,1,1,0.009,0.01,-0.001,197,168,1,0,1,4,6,-2,162,3,252,2,-,-,237,-,-,-,-,-,-,-,-,-,-
146,190,238,,JILLIAN RISCOE,Decoration,---,-,8,13,-5,3,5,-2,3,0,0,0,0,0.001,0.013,-0.012,478,155,1,0,1,3,5,-2,558,0,551,0,-,-,238,-,-,-,-,-,-,-,-,-,-
239,356,239,Yes,MEGAN MORONEY,What Are You Listening To?,Columbia/Columbia Nash,-,7,4,3,2,1,1,0,2,0,0,0,0.009,0.008,0.001,199,184,2,2,2,0.7,0.3,0.3,193,2,253,2,-,-,239,-,-,-,-,-,-,-,-,-,-
240,-,240,Yes,AARON LEWIS,Let's Go Fishing,Valory Music Co.,-,7,0,7,3,0,3,1,0,1,1,0,0.008,0,0.008,203,437,1,1,1,3,0,3,200,2,254,2,-,-,240,-,-,-,-,-,-,-,-,-,-
108,-,241,Yes,LAINEY WILSON,Smell Like Smoke,Broken Bow,-,7,0,7,2,0,2,0,0,1,0,1,0.009,0,0.009,201,577,2,2,2,1,0,1,213,2,285,1,-,-,241,-,-,-,-,-,-,-,-,-,-
94,223,242,,ZACH BRYAN,Fear And Friday's,Warner,-,7,9,-2,3,4,-1,0,0,0,0,3,0.003,0.003,0,368,233,1,0,1,3,4,-1,180,3,552,0,-,-,242,-,-,4405,-,-,-,-,-,-,-
163,185,243,,TANNER ADELL,Luke Combs,Columbia,-,7,13,-6,3,6,-3,1,0,0,0,2,0.002,0.004,-0.002,435,225,1,0,1,3,6,-3,208,2,553,0,-,-,243,-,-,-,-,-,-,-,-,-,-
137,268,244,Yes,LIL DURK,Broadway Girls f/Morgan Wallen,Alamo,-,6,6,0,2,2,0,0,1,0,0,1,0.007,0.009,-0.002,217,175,1,0,1,2,2,0,187,2,286,1,-,-,244,-,-,-,-,-,-,-,-,-,-
131,-,245,Yes,FLATLAND CAVALRY,A Life Where We..f/K.Butts,---,-,6,0,6,1,0,1,0,0,0,1,0,0.015,0,0.015,168,369,1,1,1,1,0,1,242,1,287,1,-,-,245,-,-,-,-,-,-,-,-,-,-
246,-,246,Yes,CODY JOHNSON,Honky Tonk Hardwood Floors,CoJo/Warner/WMN,-,6,0,6,1,0,1,0,0,0,1,0,0.015,0,0.015,170,408,1,1,1,1,0,1,462,1,288,1,-,-,246,-,-,-,-,-,-,-,-,-,-
247,-,247,Yes,JORDAN DAVIS,No Time Soon,MCA Nashville,-,6,0,6,1,0,1,0,0,0,0,1,0.005,0,0.005,299,346,1,1,1,1,0,1,243,1,554,0,-,-,247,-,-,-,-,-,-,-,-,-,-
181,-,248,Yes,TURNPIKE TROUBADOURS,A Tornado Warning,BossierCity/Thirty Tigers,-,6,0,6,1,0,1,1,0,0,0,0,0.001,0,0.001,483,550,1,1,1,1,0,1,573,0,555,0,-,-,248,-,-,-,-,-,-,-,-,-,-
131,-,249,Yes,MIKE RYAN,Other Side Of The Radio,Rock & Soul,-,6,0,6,1,0,1,1,0,0,0,0,0.001,0,0.001,479,500,1,1,1,1,0,1,574,0,556,0,-,-,249,-,-,-,-,-,-,-,-,-,-
147,270,250,Yes,RANDALL KING,Baby Do,Warner/WAR,-,6,6,0,1,1,0,0,0,0,0,1,0.004,0.015,-0.011,345,148,1,0,1,1,1,0,504,1,557,0,-,-,250,-,-,-,-,-,-,-,-,-,-
142,231,251,,CODY JINKS,What Else Is New,Late August,-,6,8,-2,3,4,-1,2,0,0,1,0,0.003,0.006,-0.003,391,200,1,0,1,3,4,-1,526,1,289,1,-,-,251,-,-,-,-,-,-,-,-,-,-
102,220,252,Yes,CODY JINKS,Same Kind Of Crazy As Me,Late August,-,6,9,-3,3,3,0,1,0,1,0,1,0.006,0.003,0.003,256,237,1,0,1,1.5,1.5,0,209,2,290,1,-,-,252,-,-,-,-,-,-,-,-,-,-
191,189,253,,ZACH BRYAN,Quittin' Time,Warner,-,6,13,-7,1,2,-1,0,0,0,1,0,0.015,0.008,0.007,166,181,1,0,1,1,2,-1,494,1,291,1,-,-,253,-,-,-,-,-,-,-,-,-,-
182,191,254,,MUSCADINE BLOODLINE,Porch Swing Angel,Grape Juice,-,6,13,-7,1,2,-1,0,0,0,1,0,0.015,0.03,-0.015,171,117,1,0,1,1,2,-1,429,1,292,1,-,-,254,-,-,-,-,-,-,-,-,-,-
137,187,255,,RANDY ROGERS & WADE BOWEN,We Ain't The Only Ones,LBT/Thirty Tigers,-,6,13,-7,1,2,-1,0,0,0,1,0,0.015,0.03,-0.015,172,118,1,0,1,1,2,-1,219,1,293,1,-,-,255,-,-,-,-,-,-,-,-,-,-
138,179,256,,DIERKS BENTLEY,Star Spangled Banner,Capitol,-,6,14,-8,2,3,-1,1,0,1,0,0,0.007,0.02,-0.013,212,132,1,0,1,0.7,1,-0.3,515,1,294,1,-,-,256,-,-,-,-,-,-,-,-,-,-
71,181,257,,MORGAN WALLEN,'98 Braves,Big Loud/Mercury/Republic,-,6,14,-8,2,4,-2,0,0,1,1,0,0.013,0.014,-0.001,181,151,1,0,1,0.5,1,-0.5,218,2,255,2,-,-,257,-,-,-,-,-,-,-,-,-,-
85,733,258,Yes,DIERKS BENTLEY,Drunk On A Plane (Live 2020),Capitol Nashville,-,5,0,5,1,0,1,0,0,0,1,0,0.01,0,0.01,188,296,1,1,1,1,0,1,269,1,295,1,-,-,258,-,-,-,-,-,-,-,-,-,-
194,818,259,Yes,RESTLESS ROAD,Last Rodeo,RCA Nashville,-,5,0,5,1,0,1,0,1,0,0,0,0.008,0,0.008,206,493,1,1,1,1,0,1,477,1,296,1,-,-,259,-,-,-,-,-,-,-,-,-,-
81,829,260,Yes,MATT ROGERS,Tea Was A Little Sweeter,Matt Rogers Country,-,5,0,5,1,0,1,0,0,0,0,1,0.004,0,0.004,349,495,1,1,1,1,0,1,321,1,558,0,-,-,260,-,-,-,-,-,-,-,-,-,-
126,770,261,Yes,CURTIS GRIMES,From Where I'm Standing,Lonely River,-,5,0,5,1,0,1,0,0,0,0,1,0.003,0,0.003,384,384,1,1,1,1,0,1,475,1,559,0,-,-,261,-,-,-,-,-,-,-,-,-,-
81,602,262,Yes,HAILEY WHITTERS,Fillin' My Cup f/Lit. Big Town,Pigasus/S&D/Big Loud,-,5,0,5,1,0,1,0,0,0,0,1,0.003,0,0.003,432,573,1,1,1,1,0,1,275,1,560,0,-,-,262,-,-,-,-,-,-,-,-,-,-
217,777,263,Yes,BLACKBERRY SMOKE,Ain't The Same,3 Legged/Thirty Tigers,-,5,0,5,1,0,1,0,0,0,0,1,0.003,0,0.003,362,300,1,1,1,1,0,1,437,1,561,0,-,-,263,-,-,-,-,-,-,-,-,-,-
79,810,264,Yes,PARKER MCCOLLUM,Like A Cowboy,MCA Nashville,-,5,0,5,1,0,1,0,0,0,0,1,0.003,0,0.003,406,445,1,1,1,1,0,1,433,1,562,0,-,-,264,-,-,-,-,-,-,-,-,-,-
265,748,265,Yes,FLATLAND CAVALRY,Oughta See You (The Way I Do),Flatland Cav./Interscope,-,5,0,5,1,0,1,0,0,0,0,1,0.003,0,0.003,381,370,1,1,1,1,0,1,226,1,563,0,-,-,265,-,-,-,-,-,-,-,-,-,-
216,758,266,Yes,MIDLAND,Fast Hearts And Slow Towns,Big Machine,-,5,0,5,1,0,1,0,0,0,0,1,0.003,0,0.003,407,451,1,1,1,1,0,1,537,1,564,0,-,-,266,-,-,-,-,-,-,-,-,-,-
170,707,267,Yes,KOLBY COOPER,If I Still Had It,Combustion Masters,-,5,0,5,1,0,1,0,0,0,0,1,0.003,0,0.003,377,335,1,1,1,1,0,1,458,1,565,0,-,-,267,-,-,-,-,-,-,-,-,-,-
103,706,268,Yes,TURNPIKE TROUBADOURS,Chipping Mill,BossierCity/Thirty Tigers,-,5,0,5,1,0,1,0,0,0,0,1,0.003,0,0.003,426,551,1,1,1,1,0,1,260,1,566,0,-,-,268,-,-,-,-,-,-,-,-,-,-
269,713,269,Yes,HOMEGROWN BAND,Drink With My Buddies,---,-,5,0,5,1,0,1,0,0,0,0,1,0.003,0,0.003,388,395,1,1,1,1,0,1,318,1,567,0,-,-,269,-,-,-,-,-,-,-,-,-,-
270,703,270,Yes,ASHLEY BROOKS,Gettin' Old,Independent,-,5,0,5,1,0,1,0,0,0,0,1,0.003,0,0.003,365,307,1,1,1,1,0,1,489,1,568,0,-,-,270,-,-,-,-,-,-,-,-,-,-
271,793,271,Yes,JULY TURNER,"Your Friend, A Beer Can",---,-,5,0,5,1,0,1,0,0,0,0,1,0.003,0,0.003,425,549,1,1,1,1,0,1,528,1,569,0,-,-,271,-,-,-,-,-,-,-,-,-,-
221,744,272,Yes,LEAH BELLE FASER,Because,LBF,-,5,0,5,1,0,1,0,0,0,0,1,0.003,0,0.003,379,365,1,1,1,1,0,1,502,1,570,0,-,-,272,-,-,-,-,-,-,-,-,-,-
273,749,273,Yes,ZACH WALLER,Don't Wanna Be Here,Riffchord Music Group,-,5,0,5,1,0,1,0,0,0,0,1,0.003,0,0.003,428,568,1,1,1,1,0,1,358,1,571,0,-,-,273,-,-,-,-,-,-,-,-,-,-
87,737,274,Yes,AUSTIN SNELL,Wasting All These Tears,River House/WMN,-,5,0,5,1,0,1,0,0,0,0,1,0.003,0,0.003,421,519,1,1,1,1,0,1,404,1,572,0,-,-,274,-,-,-,-,-,-,-,-,-,-
193,774,275,Yes,CODY MATTHEWS,Wine To A Whiskey,C.M. Music Entertainment,-,5,0,5,1,0,1,0,0,0,0,1,0.003,0,0.003,403,442,1,1,1,1,0,1,267,1,573,0,-,-,275,-,-,-,-,-,-,-,-,-,-
276,732,276,Yes,CHASE BAKER,Wild Side,---,-,5,0,5,1,0,1,0,0,0,0,1,0.003,0,0.003,357,287,1,1,1,1,0,1,280,1,574,0,-,-,276,-,-,-,-,-,-,-,-,-,-
277,747,277,Yes,PEYTAN PORTER,God's Hotel,Warner Chappell,-,5,0,5,1,0,1,0,0,0,0,1,0.003,0,0.003,417,487,1,1,1,1,0,1,516,1,575,0,-,-,277,-,-,-,-,-,-,-,-,-,-
257,778,278,Yes,JACOB BRYANT,Amen,Amer. Roots/Thirty Tigers,-,5,0,5,1,0,1,0,0,0,0,1,0.003,0,0.003,370,312,1,1,1,1,0,1,325,1,576,0,-,-,278,-,-,-,-,-,-,-,-,-,-
279,786,279,Yes,BLAINE BUNTING,Savannah,---,-,5,0,5,1,0,1,0,0,0,0,1,0.003,0,0.003,372,315,1,1,1,1,0,1,490,1,577,0,-,-,279,-,-,-,-,-,-,-,-,-,-
280,769,280,Yes,ASHLEY BROOKS,Bad News,Independent,-,5,0,5,1,0,1,0,0,0,0,1,0.003,0,0.003,364,306,1,1,1,1,0,1,533,1,578,0,-,-,280,-,-,-,-,-,-,-,-,-,-
281,767,281,Yes,GAVIN ADCOCK,Ain't No Cure,---,-,5,0,5,1,0,1,0,0,0,0,1,0.003,0,0.003,355,274,1,1,1,1,0,1,450,1,579,0,-,-,281,-,-,-,-,-,-,-,-,-,-
282,761,282,Yes,CLAYTON HACKLE,Back Porch Paradise,---,-,5,0,5,1,0,1,0,0,0,0,1,0.003,0,0.003,387,388,1,1,1,1,0,1,541,1,580,0,-,-,282,-,-,-,-,-,-,-,-,-,-
283,721,283,Yes,CHRIS CHAPMAN,Take It To The House f/K.Moon,---,-,5,0,5,1,0,1,0,0,0,0,1,0.003,0,0.003,375,321,1,1,1,1,0,1,320,1,581,0,-,-,283,-,-,-,-,-,-,-,-,-,-
257,719,284,Yes,JACOB BRYANT,The Bottom (Raise 'Em Up),Amer. Roots/Thirty Tigers,-,5,0,5,1,0,1,0,0,0,0,1,0.003,0,0.003,371,313,1,1,1,1,0,1,307,1,582,0,-,-,284,-,-,-,-,-,-,-,-,-,-
260,762,285,Yes,LEAH BELLE FASER,If He Was A Truck,LBF,-,5,0,5,1,0,1,0,0,0,0,1,0.003,0,0.003,380,366,1,1,1,1,0,1,399,1,583,0,-,-,285,-,-,-,-,-,-,-,-,-,-
180,753,286,Yes,KINGSMEN,Church Of The Great I Am,Horizon,-,5,0,5,1,0,1,0,1,0,0,0,0,0,0,533,431,1,1,1,1,0,1,252,1,297,1,-,-,286,-,-,-,-,-,-,-,-,-,-
78,433,287,Yes,DAN + SHAY,Good Things,Warner/WAR,-,5,3,2,3,2,1,2,0,0,0,1,0,0,0,507,342,3,2,3,0.8,0.5,0.3,422,1,584,0,-,-,287,-,-,-,-,-,-,-,-,-,-
288,435,288,Yes,CHRIS YOUNG,Right Now,RCA Nashville,-,5,3,2,2,1,1,0,0,0,2,0,0.006,0.006,0,287,213,1,1,1,1,0.5,0.5,188,2,256,2,-,-,288,-,-,-,-,-,-,-,-,-,-
19,427,289,Yes,KELSEA BALLERINI,Heartfirst,Black River Entertainment,-,5,4,1,2,2,0,0,1,0,0,1,0.006,0,0.006,227,291,1,0,1,1,1,0,207,2,298,1,-,-,289,-,-,-,-,-,-,-,555,-,-
60,349,290,Yes,ASHLEY MCBRYDE,Martha Divine,Warner/WMN,-,5,5,0,4,4,0,1,0,1,1,1,0.003,0.003,0,404,243,1,0,1,4,4,0,178,3,257,2,-,-,290,-,-,-,-,-,-,-,-,-,-
291,-,291,Yes,ZACK DYER,What Good Am I,Warner Chappell,-,5,0,5,2,0,2,0,0,1,0,1,0.007,0,0.007,215,354,1,1,1,2,0,2,183,2,299,1,-,-,291,-,-,-,-,-,-,-,-,-,-
99,-,292,Yes,LUKE COMBS,Fox In The Henhouse,River House/Columbia Nash,-,5,0,5,2,0,2,0,1,0,0,1,0.006,0,0.006,236,333,2,2,2,1,0,1,215,2,300,1,-,-,292,-,-,-,-,-,-,-,-,-,-
151,-,293,Yes,RACHELLE GARNIEZ,Bells,StorySound,-,5,0,5,1,0,1,0,1,0,0,0,0.01,0,0.01,191,379,1,1,1,1,0,1,340,1,301,1,-,-,293,-,-,-,-,-,-,-,-,-,-
294,-,294,Yes,JOSH ROSS,Truck Girl,The Core/UMC,-,5,0,5,1,0,1,0,0,0,1,0,0.008,0,0.008,207,498,1,1,1,1,0,1,282,1,302,1,-,-,294,-,-,-,-,-,-,-,-,-,-
295,-,295,Yes,SMOKEY JONES/3 DOLLAR PISTOLS,Like All The Stars,---,-,5,0,5,1,0,1,0,0,0,0,1,0.004,0,0.004,343,412,1,1,1,1,0,1,486,1,585,0,-,-,295,-,-,-,-,-,-,-,-,-,-
296,-,296,Yes,ABIGAIL MAE,I Know Better,AMRECORDS,-,5,0,5,1,0,1,0,0,0,0,1,0.004,0,0.004,346,440,1,1,1,1,0,1,306,1,586,0,-,-,296,-,-,-,-,-,-,-,-,-,-
238,-,297,Yes,TRAVIS DENNING,Things I'm Going Through,Mercury Nashville,-,5,0,5,1,0,1,0,0,0,0,1,0.004,0,0.004,341,347,1,1,1,1,0,1,246,1,587,0,-,-,297,-,-,-,-,-,-,-,-,-,-
298,-,298,Yes,THE TUTEN BROTHERS,Taking My Time,---,-,5,0,5,1,0,1,0,0,0,0,1,0.004,0,0.004,353,552,1,1,1,1,0,1,415,1,588,0,-,-,298,-,-,-,-,-,-,-,-,-,-
299,-,299,Yes,JUSTIN KELLEY,Run Boy Run,---,-,5,0,5,1,0,1,0,0,0,0,1,0.004,0,0.004,344,420,1,1,1,1,0,1,424,1,589,0,-,-,299,-,-,-,-,-,-,-,-,-,-
141,-,300,Yes,WHISKEY MYERS,Lightning Bugs And Rain,Wiggy Thump/Thirty Tigers,-,5,0,5,1,0,1,0,0,0,0,1,0.003,0,0.003,431,572,1,1,1,1,0,1,254,1,590,0,-,-,300,-,-,-,-,-,-,-,-,-,-
120,-,301,Yes,DIERKS BENTLEY,The Mountain,Capitol Nashville,-,5,0,5,1,0,1,0,0,0,0,1,0.003,0,0.003,361,297,1,1,1,1,0,1,339,1,591,0,-,-,301,-,-,-,-,-,-,-,-,-,-
218,-,302,Yes,JAMIE TRENT,Truth About A Lie,---,-,5,0,5,1,0,1,0,0,0,0,1,0.003,0,0.003,423,543,1,1,1,1,0,1,301,1,592,0,-,-,302,-,-,-,-,-,-,-,-,-,-
223,-,303,Yes,BROTHERS OSBORNE,You Can't Judge A Book (By...),Easy Eye Sound/Concord,-,5,0,5,1,0,1,0,0,0,0,1,0.003,0,0.003,367,309,1,1,1,1,0,1,497,1,593,0,-,-,303,-,-,-,-,-,-,-,-,-,-
215,-,304,Yes,TONY JACKSON,Old Porch Swing,DDS Enterainment,-,5,0,5,1,0,1,0,0,0,0,1,0.003,0,0.003,390,402,1,1,1,1,0,1,511,1,594,0,-,-,304,-,-,-,-,-,-,-,-,-,-
72,-,305,Yes,MO PITNEY,Ain't Bad For A Good Ol' Boy,Curb,-,5,0,5,1,0,1,0,0,0,0,1,0.003,0,0.003,416,485,1,1,1,1,0,1,337,1,595,0,-,-,305,-,-,-,-,-,-,-,-,-,-
69,-,306,Yes,CANAAN SMITH,Colder Than You,Round Here/AWAL,-,5,0,5,1,0,1,0,0,0,0,1,0.003,0,0.003,420,515,1,1,1,1,0,1,438,1,596,0,-,-,306,-,-,-,-,-,-,-,-,-,-
303,-,307,Yes,JOHN DRISKELL HOPKINS,I Hate To See Good Whiskey...,---,-,5,0,5,1,0,1,0,0,0,0,1,0.003,0,0.003,389,396,1,1,1,1,0,1,419,1,597,0,-,-,307,-,-,-,-,-,-,-,-,-,-
215,-,308,Yes,DREW WIGGINS,Georgia Boy,---,-,5,0,5,1,0,1,0,0,0,0,1,0.003,0,0.003,433,576,1,1,1,1,0,1,479,1,598,0,-,-,308,-,-,-,-,-,-,-,-,-,-
309,-,309,Yes,CHAUNTE SHAYNE,Drunk In My Hometown,---,-,5,0,5,1,0,1,1,0,0,0,0,0.001,0,0.001,480,505,1,1,1,1,0,1,555,0,599,0,-,-,309,-,-,-,-,-,-,-,-,-,-
310,-,310,Yes,KARINA KERN,Wandering Heart,Black Dog,-,5,0,5,1,0,1,1,0,0,0,0,0.001,0,0.001,470,421,1,1,1,1,0,1,561,0,600,0,-,-,310,-,-,-,-,-,-,-,-,-,-
311,-,311,Yes,JACKSON TAYLOR,Out Here,---,-,5,0,5,1,0,1,1,0,0,0,0,0.001,0,0.001,481,537,1,1,1,1,0,1,570,0,601,0,-,-,311,-,-,-,-,-,-,-,-,-,-
312,-,312,Yes,ANGELA MEYER,Dixon Legion,---,-,5,0,5,1,0,1,1,0,0,0,0,0.001,0,0.001,472,449,1,1,1,1,0,1,547,0,602,0,-,-,312,-,-,-,-,-,-,-,-,-,-
313,-,313,Yes,BEN JOHNSON,Better Witha Beer,SkyWater Music Group,-,5,0,5,1,0,1,1,0,0,0,0,0.001,0,0.001,468,406,1,1,1,1,0,1,575,0,603,0,-,-,313,-,-,-,-,-,-,-,-,-,-
255,-,314,Yes,CHURCH SISTERS,Where We'll Never Grow Old,Sony Legacy,-,5,0,5,1,0,1,0,0,1,0,0,0,0,0,502,325,1,1,1,1,0,1,441,1,303,1,-,-,314,-,-,-,-,-,-,-,-,-,-
193,-,315,Yes,HILLARY SCOTT/THE SCOTT FAMILY,Ain't No Grave,EMI Nashville,-,5,0,5,1,0,1,0,0,1,0,0,0,0,0,556,501,1,1,1,1,0,1,341,1,304,1,-,-,315,-,-,-,-,-,-,-,-,-,-
239,-,316,Yes,WISECARVERS,Go Down Again,Skyland Records,-,5,0,5,1,0,1,0,0,1,0,0,0,0,0,580,578,1,1,1,1,0,1,523,1,305,1,-,-,316,-,-,-,-,-,-,-,-,-,-
198,-,317,Yes,11TH HOUR,Love Don't,Sonlite,-,5,0,5,1,0,1,0,1,0,0,0,0,0,0,485,273,1,1,1,1,0,1,225,1,306,1,-,-,317,-,-,-,-,-,-,-,-,-,-
318,-,318,Yes,LARRY FLEET,Young Buck,Big Loud,-,5,0,5,1,0,1,0,0,0,1,0,0,0,0,514,373,1,1,1,1,0,1,468,1,307,1,-,-,318,-,-,-,-,-,-,-,-,-,-
142,-,319,Yes,JOSEPH HABEDANK,Just When You Thought,Daywind,-,5,0,5,1,0,1,0,0,1,0,0,0,0,0,521,387,1,1,1,1,0,1,250,1,308,1,-,-,319,-,-,-,-,-,-,-,-,-,-
190,-,320,Yes,TRIUMPHANT QUARTET,The Blessing,---,-,5,0,5,1,0,1,0,0,1,0,0,0,0,0,572,546,1,1,1,1,0,1,303,1,309,1,-,-,320,-,-,-,-,-,-,-,-,-,-
255,-,321,Yes,GUARDIANS QUARTET,He Grew The Tree,Daywind Records,-,5,0,5,1,0,1,0,1,0,0,0,0,0,0,550,489,1,1,1,1,0,1,236,1,310,1,-,-,321,-,-,-,-,-,-,-,-,-,-
253,-,322,Yes,COLLINGSWORTH FAMILY,Great Is His Faithfulness,P&KC Music,-,5,0,5,1,0,1,0,1,0,0,0,0,0,0,504,330,1,1,1,1,0,1,456,1,311,1,-,-,322,-,-,-,-,-,-,-,-,-,-
102,-,323,Yes,MORGAN WALLEN,Sunrise,Big Loud/Mercury/Republic,-,5,0,5,1,0,1,0,0,0,0,1,0,0,0,578,566,1,1,1,1,0,1,298,1,604,0,-,-,323,-,-,-,-,-,-,-,-,-,-
158,-,324,Yes,MARK BISHOP,The Refrigerator Door,---,-,5,0,5,1,0,1,0,1,0,0,0,0,0,0,493,299,1,1,1,1,0,1,369,1,312,1,-,-,324,-,-,-,-,-,-,-,-,-,-
299,296,325,Yes,MARK WARE,Can't Touch You,Perry Music Group,-,5,5,0,1,1,0,0,0,0,0,1,0.004,0.004,0,354,227,1,0,1,1,1,0,239,1,605,0,-,-,325,-,-,-,-,-,-,-,-,-,-
