PK,Rank,,,Artist,Title,Label,Wks On,Points,,,Spins,,,Dayparts,,,,,Impressions,,,,,Stations,,Avg. Station Rotations,,,,w/o OVN,,6am to 7pm,,Format By Format Rank,,,,,,,,,,,,
213,-,213,Yes,JIM ANTHONY,Let's Go For A Drive,---,-,10,0,10,2,0,2,1,0,0,0,1,0.002,0,0.002,439,303,2,2,2,1,0,1,322,1,529,0,-,-,213,-,-,-,-,-,-,-,-,-,-
176,-,214,Yes,MONICA AUSTIN,River Date,---,-,10,0,10,2,0,2,1,0,0,0,1,0.002,0,0.002,440,305,2,2,2,1,0,1,234,1,530,0,-,-,214,-,-,-,-,-,-,-,-,-,-
93,221,215,Yes,FOR KING & COUNTRY,God Only Knows,Curb Word,-,10,10,0,2,2,0,1,0,0,1,0,0,0,0,511,381,1,0,1,2,2,0,237,1,301,1,2708,-,215,-,-,-,-,-,-,2023,-,-,-
68,223,216,Yes,CRAIG MORGAN,"The Father, My Son, And The...",Broken Bow,-,10,10,0,2,2,0,1,0,1,0,0,0,0,0,542,475,1,0,1,2,2,0,275,1,302,1,-,-,216,-,-,-,-,-,-,-,-,-,-
83,-,217,Yes,DAN + SHAY,Tequila (iHeart Live 2021),Warner/WAR,-,10,0,10,1,0,1,0,0,0,1,0,0.02,0,0.02,145,357,1,1,1,1,0,1,255,1,303,1,-,-,217,-,-,-,-,-,-,-,-,-,-
104,-,218,Yes,KENNY CHESNEY,I Go Back (Live 2017),Blue Chair/Columbia,-,10,0,10,1,0,1,0,0,0,1,0,0.02,0,0.02,144,341,1,1,1,1,0,1,288,1,304,1,-,-,218,-,-,-,-,-,-,-,-,-,-
49,203,219,,KAMERON MARLOWE,Giving You Up,Columbia Nashville,-,10,13,-3,2,3,-1,0,0,0,0,2,0,0.008,-0.008,534,181,1,0,1,1,1.5,-0.5,197,2,531,0,-,-,219,-,-,-,-,-,-,-,-,-,-
70,168,220,,TIM DUGGER,Heart Of A Small Town,MCC/Curb,-,10,25,-15,2,5,-3,0,1,1,0,0,0,0,0,504,366,1,0,1,2,5,-3,215,2,259,2,-,-,220,-,-,-,-,-,-,-,-,-,-
77,165,221,,HIXTAPE,John Deere Green f/HARDY...,Big Loud/Mercury/Republic,-,10,27,-17,10,17,-7,2,2,3,1,2,0,0.027,-0.027,522,123,1,0,1,3.3,5.7,-2.3,117,8,197,6,-,-,221,-,-,-,-,-,-,-,-,-,-
102,409,222,Yes,CODY JINKS,Same Kind Of Crazy As Me,Late August,-,9,4,5,3,2,1,2,0,0,0,1,0.003,0.002,0.001,385,284,2,1,2,1.5,1,0.5,398,1,532,0,-,-,222,-,-,-,-,-,-,-,-,-,-
208,391,223,Yes,LEFEVRE QUARTET,God's Been Good,New Day,-,9,4,5,2,1,1,0,2,0,0,0,0.006,0.006,0,260,213,2,1,2,1,0.5,0.5,225,2,260,2,-,-,223,-,-,-,-,-,-,-,-,-,-
151,295,224,Yes,ZACH BRYAN,Tourniquet,Warner,-,9,5,4,4,2,2,0,0,0,0,4,0.004,0.002,0.002,331,281,1,0,1,4,2,2,154,4,533,0,-,-,224,-,-,-,-,-,-,-,-,-,-
94,292,225,Yes,ZACH BRYAN,Fear And Friday's,Warner,-,9,5,4,4,2,2,1,0,0,0,3,0.003,0.002,0.001,358,280,1,0,1,4,2,2,174,3,534,0,-,-,225,-,-,2095,-,-,-,-,-,-,-
121,266,226,Yes,TYLER CHILDERS,Whitehouse Road,HickmanHoll/Thirty Tigers,-,9,7,2,4,3,1,1,0,0,1,2,0.006,0.007,-0.001,234,184,2,0,2,2,1.5,0.5,177,3,305,1,-,-,226,-,-,5468,-,-,-,-,-,-,-
117,230,227,Yes,LUKE COMBS,Any Given Friday Night,River House/Columbia Nash,-,9,9,0,2,2,0,0,2,0,0,0,0.015,0.015,0,167,149,1,0,1,2,2,0,203,2,261,2,-,-,227,-,-,-,-,-,-,-,-,-,-
124,-,228,Yes,LOCASH,The Star Spangled Banner,---,-,9,0,9,1,0,1,0,0,1,0,0,0.02,0,0.02,148,449,1,1,1,1,0,1,329,1,306,1,-,-,228,-,-,-,-,-,-,-,-,-,-
54,160,229,,WALKER HAYES,Good With Me,RCA/Monument,-,9,30,-21,2,7,-5,2,0,0,0,0,0.001,0.017,-0.016,471,145,2,0,2,0.7,2.3,-1.7,549,0,535,0,-,-,229,-,-,-,-,-,-,-,-,-,-
96,96,230,,CATIE OFFERMAN,Goin' Crazy,MCA Nashville,-,9,112,-103,2,38,-36,0,2,0,0,0,0.016,0.166,-0.15,162,77,2,0,2,0.1,1,-0.9,185,2,262,2,-,-,230,-,-,-,-,-,-,-,-,-,-
142,583,231,Yes,CODY JINKS,What Else Is New,Late August,-,8,2,6,4,1,3,2,0,1,0,1,0.006,0,0.006,251,418,1,0,1,4,1,3,218,2,307,1,-,-,231,-,-,-,-,-,-,-,-,-,-
124,509,232,Yes,TRIUMPHANT,"Thankful, So Thankful",Stow Town,-,8,3,5,2,1,1,0,2,0,0,0,0.013,0.001,0.012,179,296,2,1,2,1,0.5,0.5,226,2,263,2,-,-,232,-,-,-,-,-,-,-,-,-,-
233,527,233,Yes,BRIAN FREE & ASSURANCE,Meet Me At The Cross,Daywind,-,8,3,5,2,1,1,0,1,1,0,0,0.006,0.006,0,232,195,2,1,2,1,0.5,0.5,208,2,264,2,-,-,233,-,-,-,-,-,-,-,-,-,-
234,528,234,Yes,JEFF & SHERI EASTER,Here Comes Jesus f/ Mo Pitney,She Loved Music,-,8,3,5,2,1,1,0,2,0,0,0,0.006,0.006,0,239,198,2,1,2,1,0.5,0.5,188,2,265,2,-,-,234,-,-,-,-,-,-,-,-,-,-
40,276,235,Yes,KASSI ASHTON,Drive You Out Of My Mind,MCA Nashville/Interscope,-,8,6,2,4,3,1,2,0,1,1,0,0.007,0.006,0.001,218,193,1,1,1,1.3,1,0.3,224,2,266,2,-,-,235,-,-,-,-,-,-,-,-,-,-
85,279,236,Yes,MIDLAND,East Bound And Down,Big Machine,-,8,6,2,3,2,1,3,0,0,0,0,0.002,0.002,0,455,287,3,2,3,0.8,0.5,0.3,556,0,536,0,-,-,236,-,-,-,-,-,-,-,-,-,-
190,239,237,Yes,GREATER VISION,Think About There,Daywind,-,8,8,0,2,2,0,0,2,0,0,0,0.013,0.013,0,176,154,2,0,2,1,1,0,213,2,267,2,-,-,237,-,-,-,-,-,-,-,-,-,-
88,-,238,Yes,JON PARDI,Dirt On My Boots (Live 2020),Capitol Nashville,-,8,0,8,1,0,1,0,0,1,0,0,0.016,0,0.016,163,483,1,1,1,1,0,1,454,1,308,1,-,-,238,-,-,-,-,-,-,-,-,-,-
104,-,239,Yes,MIDLAND,Playboys,Big Machine,-,8,0,8,1,0,1,0,1,0,0,0,0.014,0,0.014,172,468,1,1,1,1,0,1,486,1,309,1,-,-,239,-,-,-,-,-,-,-,-,-,-
78,-,240,Yes,ASHLEY MCBRYDE,The Devil I Know,Warner Nashville/WMN,-,8,0,8,1,0,1,1,0,0,0,0,0.001,0,0.001,476,457,1,1,1,1,0,1,555,0,537,0,-,-,240,-,-,-,-,-,-,-,-,-,-
131,-,241,Yes,FOLK FAMILY REVIVAL,I Drew A Line,Rock Ridge Music,-,8,0,8,1,0,1,0,0,0,0,1,0,0,0,510,380,1,1,1,1,0,1,259,1,538,0,-,-,241,-,-,-,-,-,-,-,-,-,-
164,-,242,Yes,FLATLAND CAVALRY,A Cowboy Knows How,---,-,8,0,8,1,0,1,0,0,0,0,1,0,0,0,509,377,1,1,1,1,0,1,520,1,539,0,-,-,242,-,-,-,-,-,-,-,-,-,-
194,-,243,Yes,JON STORK,Blood,Jon Stork Music,-,8,0,8,1,0,1,0,0,0,0,1,0,0,0,554,522,1,1,1,1,0,1,529,1,540,0,-,-,243,-,-,-,-,-,-,-,-,-,-
117,-,244,Yes,JOSH ABBOTT BAND,Girl Down In Texas,Pretty Damn Tough,-,8,0,8,1,0,1,0,0,0,0,1,0,0,0,531,425,1,1,1,1,0,1,526,1,541,0,-,-,244,-,-,-,-,-,-,-,-,-,-
55,250,245,Yes,AARON WATSON,Kiss That Girl Goodbye,BIG Label,-,8,8,0,1,1,0,0,0,0,0,1,0,0,0,568,556,1,0,1,1,1,0,387,1,542,0,-,-,245,-,-,-,-,-,-,-,-,-,-
118,259,246,Yes,CODY JINKS,Ain't A Train,Late August,-,8,8,0,1,1,0,0,0,0,0,1,0,0,0,527,417,1,0,1,1,1,0,511,1,543,0,-,-,246,-,-,-,-,-,-,-,-,-,-
127,249,247,Yes,RANDY ROGERS BAND,Crazy People,TommyJacksn/Thirty Tigers,-,8,8,0,1,1,0,0,0,0,0,1,0,0,0,544,498,1,0,1,1,1,0,456,1,544,0,-,-,247,-,-,-,-,-,-,-,-,-,-
224,246,248,Yes,CASE HARDIN,Honky Tonk Highway,---,-,8,8,0,1,1,0,0,0,0,0,1,0,0,0,521,398,1,0,1,1,1,0,441,1,545,0,-,-,248,-,-,-,-,-,-,-,-,-,-
139,251,249,Yes,RANDY ROGERS BAND,Nothing But Love Songs,TommyJacksn/Thirty Tigers,-,8,8,0,1,1,0,0,0,0,0,1,0,0,0,545,500,1,0,1,1,1,0,426,1,546,0,-,-,249,-,-,-,-,-,-,-,-,-,-
75,247,250,Yes,PAT GREEN,While I Was Away,Green Horse,-,8,8,0,1,1,0,0,0,0,0,1,0,0,0,516,391,1,0,1,1,1,0,282,1,547,0,-,-,250,-,-,-,-,-,-,-,-,-,-
165,252,251,Yes,CURTIS GRIMES,Miles Don't Matter,Lonely River,-,8,8,0,1,1,0,0,0,0,0,1,0,0,0,517,392,1,0,1,1,1,0,372,1,548,0,-,-,251,-,-,-,-,-,-,-,-,-,-
202,243,252,Yes,ADAM HOOD,Harder Stuff f/Miranda Lambert,Southern Songs,-,8,8,0,1,1,0,0,0,0,0,1,0,0,0,525,404,1,0,1,1,1,0,316,1,549,0,-,-,252,-,-,-,-,-,-,-,-,-,-
109,256,253,Yes,ZACH BRYAN,From Austin,Warner,-,8,8,0,1,1,0,0,0,0,0,1,0,0,0,496,329,1,0,1,1,1,0,402,1,550,0,-,-,253,-,-,5612,-,-,-,-,-,-,-
135,236,254,Yes,PARKER MCCOLLUM,I Can't Breathe,---,-,8,8,0,1,1,0,0,0,0,0,1,0,0,0,536,459,1,0,1,1,1,0,292,1,551,0,-,-,254,-,-,-,-,-,-,-,-,-,-
197,257,255,Yes,MICKY & THE MOTORCARS,Stranger Tonight,Micky&Motor/Thirty Tigers,-,8,8,0,1,1,0,0,0,0,0,1,0,0,0,540,467,1,0,1,1,1,0,281,1,552,0,-,-,255,-,-,-,-,-,-,-,-,-,-
59,193,256,,INGRID ANDRESS,Feel Like This,Atlantic/Warner/WEA,-,8,17,-9,6,12,-6,3,0,1,1,1,0.003,0.003,0,348,261,1,0,1,6,12,-6,182,3,268,2,-,-,256,-,-,-,-,-,-,-,-,-,-
95,195,257,,GEORGE STRAIT,Codigo,MCA Nashville,-,8,17,-9,1,2,-1,0,0,1,0,0,0.016,0.016,0,164,147,1,0,1,1,2,-1,390,1,310,1,-,-,257,-,-,-,-,-,-,-,-,-,-
115,712,258,Yes,SAM HUNT,We Are Tonight,MCA Nashville,-,7,0,7,4,0,4,0,0,0,0,4,0.002,0,0.002,448,408,4,4,4,1,0,1,155,4,553,0,-,-,258,-,-,-,-,-,-,-,-,-,-
151,695,259,Yes,MARLANA VANHOOSE,Star Spangled Banner,---,-,7,0,7,2,0,2,0,0,2,0,0,0.014,0,0.014,173,544,2,2,2,1,0,1,198,2,269,2,-,-,259,-,-,-,-,-,-,-,-,-,-
96,581,260,Yes,COLT FORD,Young Americans,Average Joes,-,7,2,5,4,1,3,2,0,0,0,2,0.001,0,0.001,470,382,4,3,4,1,0.3,0.8,222,2,554,0,-,-,260,-,-,-,-,-,-,-,-,-,-
261,-,261,Yes,SCOTTY MCCREERY,Can't Pass The Bar,Triple Tigers,-,7,0,7,7,0,7,0,2,2,3,0,0,0,0,537,462,2,2,2,3.5,0,3.5,128,7,191,7,-,-,261,-,-,-,-,-,-,-,-,-,-
262,-,262,Yes,CAYLEE HAMMACK,That Dog,Capitol Nashville,-,7,0,7,2,0,2,0,2,0,0,0,0.009,0,0.009,200,397,2,2,2,1,0,1,227,2,270,2,-,-,262,-,-,-,-,-,-,-,-,-,-
263,-,263,Yes,CAMILLE PARKER,Heartless,---,-,7,0,7,2,0,2,0,2,0,0,0,0.009,0,0.009,203,484,2,2,2,1,0,1,206,2,271,2,-,-,263,-,-,-,-,-,-,-,-,-,-
264,-,264,Yes,COLBIE CAILLAT,Wide Open,Blue Jean Baby,-,7,0,7,2,0,2,0,2,0,0,0,0.009,0,0.009,197,333,2,2,2,1,0,1,187,2,272,2,-,-,264,-,-,-,-,-,-,-,-,-,-
86,228,265,Yes,MICKEY GUYTON,Star Spangled Banner,---,-,7,9,-2,2,2,0,0,1,1,0,0,0.013,0.017,-0.004,177,144,2,1,2,0.7,0.7,0,200,2,273,2,-,-,265,-,-,-,-,-,-,-,-,-,-
149,173,266,,RYAN SIMS,Put It On Repeat,Cave Creek,-,7,23,-16,2,7,-5,1,0,0,0,1,0.001,0.002,-0.001,486,289,1,0,1,2,7,-5,294,1,555,0,-,-,266,-,-,-,-,-,-,-,-,-,-
77,144,267,,JON PARDI,Beer For Santa,Capitol Nashville,-,7,36,-29,2,9,-7,0,0,0,0,2,0.003,0.02,-0.017,417,138,2,0,2,0.3,1.1,-0.9,232,2,556,0,-,-,267,-,-,-,-,-,-,-,-,-,-
137,675,268,Yes,LIL DURK,Broadway Girls f/Morgan Wallen,Alamo,-,6,0,6,2,0,2,0,0,0,1,1,0.009,0,0.009,201,447,1,1,1,2,0,2,190,2,311,1,-,-,268,-,-,-,-,-,-,-,-,-,-
143,277,269,Yes,KACEY MUSGRAVES,High Time,Mercury,-,6,6,0,3,3,0,2,0,0,0,1,0.001,0.003,-0.002,480,274,1,0,1,3,3,0,314,1,557,0,-,-,269,-,-,-,-,-,-,-,-,-,-
147,-,270,Yes,RANDALL KING,Baby Do,Warner/WAR,-,6,0,6,1,0,1,0,0,0,1,0,0.015,0,0.015,170,433,1,1,1,1,0,1,415,1,312,1,-,-,270,-,-,-,-,-,-,-,-,-,-
223,-,271,Yes,WILLIAM BECKMANN,Damn This Heart Of Mine,---,-,6,0,6,1,0,1,0,0,0,1,0,0.015,0,0.015,165,313,1,1,1,1,0,1,473,1,313,1,-,-,271,-,-,-,-,-,-,-,-,-,-
104,-,272,Yes,MUSCADINE BLOODLINE,Me On You,Stancaster Music,-,6,0,6,1,0,1,0,0,0,1,0,0.015,0,0.015,171,476,1,1,1,1,0,1,353,1,314,1,-,-,272,-,-,-,-,-,-,-,-,-,-
129,-,273,Yes,RANDALL KING,Tuggin' On My Heartstrings,---,-,6,0,6,1,0,1,0,0,0,0,1,0.004,0,0.004,338,436,1,1,1,1,0,1,523,1,558,0,-,-,273,-,-,-,-,-,-,-,-,-,-
24,271,274,Yes,PRISCILLA BLOCK,My Bar,InDent/Mercury Nashville,-,6,7,-1,3,2,1,1,1,1,0,0,0.008,0.001,0.007,205,290,3,2,3,0.8,0.5,0.3,229,2,274,2,-,-,274,-,-,-,-,-,-,-,-,-,-
85,128,275,,CHARLES KELLEY,As Far As You Could,BMLG,-,6,55,-49,2,14,-12,0,0,0,0,2,0.002,0.07,-0.068,451,97,1,0,1,0.3,2,-1.7,233,2,559,0,-,-,275,-,-,-,-,-,-,-,-,-,-
99,737,276,Yes,FLORIDA GEORGIA LINE,Y'all Boys f/Hardy,BMLG,-,5,0,5,3,0,3,0,0,0,0,3,0.001,0,0.001,469,379,3,3,3,1,0,1,180,3,560,0,-,-,276,-,-,-,-,-,-,-,-,-,-
199,723,277,Yes,KOLTON MOORE/CHOSEN FEW,Peace In The Pines,---,-,5,0,5,1,0,1,0,0,0,0,1,0.003,0,0.003,413,474,1,1,1,1,0,1,480,1,561,0,-,-,277,-,-,-,-,-,-,-,-,-,-
158,718,278,Yes,JOSH WARD,The Devil Don't Scare Me,---,-,5,0,5,1,0,1,0,0,0,0,1,0.003,0,0.003,431,554,1,1,1,1,0,1,460,1,562,0,-,-,278,-,-,-,-,-,-,-,-,-,-
279,726,279,Yes,OLIVER ANTHONY,Virginia,---,-,5,0,5,1,0,1,0,0,0,0,1,0.003,0,0.003,414,480,1,1,1,1,0,1,510,1,563,0,-,-,279,-,-,-,-,-,-,-,-,-,-
136,730,280,Yes,HAYES CARLL,You Get It All,Dualtone/MNRK,-,5,0,5,1,0,1,0,0,0,0,1,0.003,0,0.003,361,334,1,1,1,1,0,1,363,1,564,0,-,-,280,-,-,-,-,-,-,-,-,-,-
52,731,281,Yes,PISTOL ANNIES,Got My Name Changed Back,RCA Nashville,-,5,0,5,1,0,1,0,0,0,0,1,0.003,0,0.003,420,488,1,1,1,1,0,1,396,1,565,0,-,-,281,-,-,-,-,-,-,-,-,-,-
282,728,282,Yes,FARON HAMBLIN,Hurtin' Songs,---,-,5,0,5,1,0,1,0,0,0,0,1,0.003,0,0.003,380,396,1,1,1,1,0,1,351,1,566,0,-,-,282,-,-,-,-,-,-,-,-,-,-
87,650,283,Yes,DREW PARKER,Party In The Back,Make Wake Artists,-,5,0,5,1,0,1,0,0,0,0,1,0.003,0,0.003,419,486,1,1,1,1,0,1,505,1,567,0,-,-,283,-,-,-,-,-,-,-,-,-,-
174,604,284,Yes,ANNE WILSON,Sunday Sermons,Capitol CMG,-,5,0,5,1,0,1,0,1,0,0,0,0,0,0,570,564,1,1,1,1,0,1,476,1,315,1,468,-,284,-,-,-,-,-,-,-,-,-,-
84,533,285,Yes,MIRANDA LAMBERT,Tequila Does,RCA Nashville,-,5,2,3,1,1,0,0,0,0,0,1,0.003,0.003,0,398,269,1,1,1,0.5,0.5,0,524,1,568,0,-,-,285,-,-,-,-,-,-,-,-,-,-
184,584,286,Yes,BLACKBERRY SMOKE,Let Me Down Easy f/A. Shires,3 Legged/Thirty Tigers,-,5,2,3,1,1,0,0,0,0,0,1,0.003,0.003,0,353,262,1,1,1,0.5,0.5,0,395,1,569,0,-,-,286,-,-,-,-,-,-,-,-,-,-
195,531,287,Yes,DUSTIN LYNCH,Honky Tonk Heartbreaker,Broken Bow,-,5,3,2,2,1,1,0,0,2,0,0,0.011,0.005,0.006,188,244,1,0,1,2,1,1,204,2,275,2,-,-,287,-,-,-,-,-,-,-,-,-,-
118,489,288,Yes,MORGAN WALLEN,I Deserve A Drink,Big Loud/Mercury/Republic,-,5,3,2,2,1,1,0,2,0,0,0,0.007,0.005,0.002,225,251,2,2,2,0.7,0.3,0.3,211,2,276,2,-,-,288,-,-,-,-,-,-,-,-,-,-
203,423,289,Yes,ERNIE HAASE & SIGNATURE SOUND,I Know My Savior Cares,StowTown,-,5,4,1,1,1,0,0,1,0,0,0,0,0.006,-0.006,519,201,1,1,1,0.5,0.5,0,461,1,316,1,-,-,289,-,-,-,-,-,-,-,-,-,-
290,-,290,Yes,GABBY BARRETT,You're My Texas,Warner Nashville/WAR,-,5,0,5,2,0,2,0,0,1,1,0,0.007,0,0.007,219,311,1,1,1,2,0,2,189,2,277,2,-,-,290,-,-,-,-,-,-,-,-,-,-
291,-,291,Yes,CONNER SMITH,Meanwhile In Carolina,Valory Music Co.,-,5,0,5,1,0,1,0,0,0,1,0,0.011,0,0.011,193,515,1,1,1,1,0,1,359,1,317,1,-,-,291,-,-,-,-,-,-,-,-,-,-
292,-,292,Yes,JOSH ROSS,Ain't The One,Core Ent./UMC,-,5,0,5,1,0,1,0,0,0,1,0,0.008,0,0.008,214,502,1,1,1,1,0,1,277,1,318,1,-,-,292,-,-,-,-,-,-,-,-,-,-
293,-,293,Yes,CASTELLOWS,I Know It'll Never End,Warner Music Nashville,-,5,0,5,1,0,1,0,0,0,1,0,0.008,0,0.008,208,338,1,1,1,1,0,1,406,1,319,1,-,-,293,-,-,-,-,-,-,-,-,-,-
294,-,294,Yes,ASHLEY WALLS,Somebody Knew,---,-,5,0,5,1,0,1,0,0,0,0,1,0.004,0,0.004,345,553,1,1,1,1,0,1,409,1,570,0,-,-,294,-,-,-,-,-,-,-,-,-,-
295,-,295,Yes,FAREN RACHELS,The Rug,Combustion Masters,-,5,0,5,1,0,1,0,0,0,0,1,0.004,0,0.004,343,495,1,1,1,1,0,1,307,1,571,0,-,-,295,-,-,-,-,-,-,-,-,-,-
296,-,296,Yes,MARY KATE FARMER,Pull Off My Boots,Level Up,-,5,0,5,1,0,1,0,0,0,0,1,0.004,0,0.004,334,373,1,1,1,1,0,1,528,1,572,0,-,-,296,-,-,-,-,-,-,-,-,-,-
243,-,297,Yes,BRYCE LEATHERWOOD,The Finger,Republic Nash./UMG Nash.,-,5,0,5,1,0,1,0,0,0,0,1,0.004,0,0.004,339,446,1,1,1,1,0,1,458,1,573,0,-,-,297,-,-,-,-,-,-,-,-,-,-
298,-,298,Yes,CODY MATTHEWS,Never Met You,C.M. Music Entertainment,-,5,0,5,1,0,1,0,0,0,0,1,0.004,0,0.004,341,454,1,1,1,1,0,1,258,1,574,0,-,-,298,-,-,-,-,-,-,-,-,-,-
299,-,299,Yes,MARK WARE,Can't Touch You,Perry Music Group,-,5,0,5,1,0,1,0,0,0,0,1,0.004,0,0.004,346,555,1,1,1,1,0,1,517,1,575,0,-,-,299,-,-,-,-,-,-,-,-,-,-
220,-,300,Yes,TONY JACKSON,Country Road,DDS Enterainment,-,5,0,5,1,0,1,0,0,0,0,1,0.003,0,0.003,384,415,1,1,1,1,0,1,332,1,576,0,-,-,300,-,-,-,-,-,-,-,-,-,-
84,-,301,Yes,ZACH BRYAN,Hey Driver f/The War & Treaty,Warner,-,5,0,5,1,0,1,0,0,0,0,1,0.003,0,0.003,359,330,1,1,1,1,0,1,368,1,577,0,-,-,301,-,-,176,-,-,-,-,-,-,-
207,-,302,Yes,CHARLEY CROCKETT,Welcome To Hard Times,Son Of Davy/Thirty Tigers,-,5,0,5,1,0,1,0,0,0,0,1,0.003,0,0.003,367,354,1,1,1,1,0,1,450,1,578,0,-,-,302,-,-,4558,-,-,-,-,-,-,-
303,-,303,Yes,TURNPIKE TROUBADOURS,A Cat In The Rain,BossierCity/Thirty Tigers,-,5,0,5,1,0,1,0,0,0,0,1,0.003,0,0.003,428,539,1,1,1,1,0,1,482,1,579,0,-,-,303,-,-,-,-,-,-,-,-,-,-
112,-,304,Yes,RANDALL KING,She Gone,Warner/WEA,-,5,0,5,1,0,1,0,0,0,0,1,0.003,0,0.003,393,435,1,1,1,1,0,1,317,1,580,0,-,-,304,-,-,-,-,-,-,-,-,-,-
249,-,305,Yes,KREE HARRISON,I Love The Lie,Visionary,-,5,0,5,1,0,1,0,0,0,0,1,0.003,0,0.003,381,399,1,1,1,1,0,1,378,1,581,0,-,-,305,-,-,-,-,-,-,-,-,-,-
130,-,306,Yes,COLTER WALL,Sleeping On The Blacktop,La Honda/RCA,-,5,0,5,1,0,1,0,0,0,0,1,0.003,0,0.003,430,547,1,1,1,1,0,1,429,1,582,0,-,-,306,-,-,-,-,-,-,-,-,-,-
307,-,307,Yes,RANDY ROGERS & WADE BOWEN,Shooting Hand,LBT/Thirty Tigers,-,5,0,5,1,0,1,0,0,0,0,1,0.003,0,0.003,422,496,1,1,1,1,0,1,488,1,583,0,-,-,307,-,-,-,-,-,-,-,-,-,-
143,-,308,Yes,WHISKEY MYERS,Bury My Bones,Wiggy Thump/Thirty Tigers,-,5,0,5,1,0,1,0,0,0,0,1,0.003,0,0.003,433,557,1,1,1,1,0,1,326,1,584,0,-,-,308,-,-,-,-,-,-,-,-,-,-
290,-,309,Yes,BAREFOOT JOE,Just Plain Crazy,Rad Records,-,5,0,5,1,0,1,0,0,0,0,1,0.003,0,0.003,351,309,1,1,1,1,0,1,531,1,585,0,-,-,309,-,-,-,-,-,-,-,-,-,-
285,-,310,Yes,CHASE BAKER,Kawntry Sawng,---,-,5,0,5,1,0,1,0,0,0,0,1,0.003,0,0.003,349,306,1,1,1,1,0,1,287,1,586,0,-,-,310,-,-,-,-,-,-,-,-,-,-
80,-,311,Yes,DREW PARKER,All The Beers,Make Wake Artists,-,5,0,5,1,0,1,0,0,0,0,1,0.003,0,0.003,418,485,1,1,1,1,0,1,407,1,587,0,-,-,311,-,-,-,-,-,-,-,-,-,-
171,-,312,Yes,RAY FULCHER,"Love Ya Son, Go Dawgs",Larkin Hill/Black River,-,5,0,5,1,0,1,0,0,0,0,1,0.003,0,0.003,377,384,1,1,1,1,0,1,364,1,588,0,-,-,312,-,-,-,-,-,-,-,-,-,-
290,-,313,Yes,MICHELLE MALONE,Dust Bowl Man,SBS,-,5,0,5,1,0,1,0,0,0,0,1,0.003,0,0.003,404,451,1,1,1,1,0,1,238,1,589,0,-,-,313,-,-,-,-,-,-,-,-,-,-
259,-,314,Yes,TRAVIS TRITT,Smoke In A Bar,Big Noise,-,5,0,5,1,0,1,0,0,0,0,1,0.003,0,0.003,426,536,1,1,1,1,0,1,424,1,590,0,-,-,314,-,-,-,-,-,-,-,-,-,-
287,-,315,Yes,CLAYTON HACKLE,Georgia Calls Me Home,---,-,5,0,5,1,0,1,0,0,0,0,1,0.003,0,0.003,379,394,1,1,1,1,0,1,468,1,591,0,-,-,315,-,-,-,-,-,-,-,-,-,-
272,-,316,Yes,COREY SMITH,Still In The Running,UNDERtone Records,-,5,0,5,1,0,1,0,0,0,0,1,0.003,0,0.003,423,516,1,1,1,1,0,1,475,1,592,0,-,-,316,-,-,-,-,-,-,-,-,-,-
291,-,317,Yes,ASHLEY BROOKS,It Ain't You,---,-,5,0,5,1,0,1,0,0,0,0,1,0.003,0,0.003,355,324,1,1,1,1,0,1,318,1,593,0,-,-,317,-,-,-,-,-,-,-,-,-,-
220,-,318,Yes,SAM KOON,He Ain't There,---,-,5,0,5,1,0,1,0,0,0,0,1,0.003,0,0.003,397,441,1,1,1,1,0,1,449,1,594,0,-,-,318,-,-,-,-,-,-,-,-,-,-
290,-,319,Yes,JACOB BRYANT,That'll Be the Day,American Roots,-,5,0,5,1,0,1,0,0,0,0,1,0.003,0,0.003,360,332,1,1,1,1,0,1,500,1,595,0,-,-,319,-,-,-,-,-,-,-,-,-,-
284,-,320,Yes,CHASE BAKER,Life Out Here,---,-,5,0,5,1,0,1,0,0,0,0,1,0.003,0,0.003,350,307,1,1,1,1,0,1,453,1,596,0,-,-,320,-,-,-,-,-,-,-,-,-,-
30,-,321,Yes,JON LANGSTON,Now You Know,32 Bridge/EMI Nashville,-,5,0,5,1,0,1,0,0,0,0,1,0.003,0,0.003,400,444,1,1,1,1,0,1,296,1,597,0,-,-,321,-,-,-,-,-,-,-,-,-,-
322,-,322,Yes,JULY TURNER,That's How It Goes,---,-,5,0,5,1,0,1,0,0,0,0,1,0.003,0,0.003,427,538,1,1,1,1,0,1,344,1,598,0,-,-,322,-,-,-,-,-,-,-,-,-,-
278,-,323,Yes,SAM KOON,Boat Into A Bedroom,---,-,5,0,5,1,0,1,0,0,0,0,1,0.003,0,0.003,395,439,1,1,1,1,0,1,535,1,599,0,-,-,323,-,-,-,-,-,-,-,-,-,-
259,-,324,Yes,CODY MATTHEWS,Who Would've Known,C.M. Music Entertainment,-,5,0,5,1,0,1,0,0,0,0,1,0.003,0,0.003,405,455,1,1,1,1,0,1,349,1,600,0,-,-,324,-,-,-,-,-,-,-,-,-,-
115,-,325,Yes,NIKO MOON,HEAVEN HAS A BAR f/Zac Brown,RCA Nashville,-,5,0,5,1,0,1,0,0,0,0,1,0.003,0,0.003,412,471,1,1,1,1,0,1,373,1,601,0,-,-,325,-,-,-,-,-,-,-,-,-,-
