PK,Rank,,,Artist,Title,Label,Wks On,Points,,,Spins,,,Dayparts,,,,,Impressions,,,,,Stations,,Avg. Station Rotations,,,,w/o OVN,,6am to 7pm,,Format By Format Rank,,,,,,,,,,,,
103,235,103,Yes,DYLAN GOSSETT,Coal,Big Loud/Mercury/Republic,-,89,10,79,9,1,8,5,0,0,0,4,0.034,0.001,0.033,130,287,1,0,1,9,1,8,171,4,538,0,-,-,103,-,-,95,-,-,-,-,-,-,-
104,143,104,Yes,MADDIE & TAE,It's Beginning To Look A Lot..,Mercury Nashville,-,86,40,46,16,8,8,2,3,3,4,4,0.055,0.064,-0.009,109,105,4,3,4,4,2,2,100,14,188,10,-,-,104,-,-,-,-,-,-,-,-,-,-
105,160,105,Yes,TIGIRLILY GOLD,Falalala Falling,Monument,-,82,33,49,17,7,10,6,1,5,2,3,0.037,0.032,0.005,124,123,5,3,5,2.8,1.2,1.7,112,11,196,8,-,142,105,-,-,-,-,-,-,-,-,-,-
93,131,106,Yes,FRANK RAY,Feliz Navidad,Stoney Creek,-,81,53,28,16,12,4,5,2,5,3,1,0.041,0.031,0.01,118,126,6,2,6,2,1.5,0.5,111,11,189,10,-,-,106,-,-,-,-,-,-,-,-,-,-
73,109,107,Yes,TIERA KENNEDY,"Jesus, My Mama, My Therapist",Valory Music Co.,-,77,78,-1,38,34,4,28,3,1,2,4,0.017,0.015,0.002,169,171,7,1,7,3.8,3.4,0.4,114,10,210,6,-,-,107,-,-,-,-,-,-,-,-,-,-
107,112,108,Yes,ZACH BRYAN,Sarah's Place f/Noah Kahan,Warner,-,74,74,0,16,16,0,1,1,6,4,4,0.126,0.115,0.011,87,91,1,0,1,16,16,0,96,15,183,11,-,111,108,-,-,415,-,-,-,-,-,-,-
35,116,109,Yes,BRANTLEY GILBERT/BLAKE SHELTON,Heaven By Then f/Vince Gill,Valory Music Co.,36,72,69,3,19,18,1,8,2,3,2,4,0.073,0.083,-0.01,98,96,3,0,3,3.8,3.6,0.2,109,11,202,7,-,-,109,-,-,-,-,-,-,-,-,-,-
83,132,110,Yes,COLBIE CAILLAT,I'll Be Here f/Sheryl Crow,Blue Jean Baby,-,71,53,18,23,17,6,9,1,0,4,9,0.042,0.042,0,116,116,1,0,1,23,17,6,101,14,224,5,-,-,110,-,-,-,-,-,-,-,-,-,-
78,105,111,,SHENANDOAH & LUKE COMBS,Two Dozen Roses,8 Track Entertainment,-,71,92,-21,18,21,-3,3,2,3,0,10,0.064,0.126,-0.062,104,88,9,8,9,0.8,1,-0.1,97,15,225,5,-,-,111,-,-,-,-,-,-,-,-,-,-
68,-,112,Yes,WALKER COUNTY,Bits & Pieces,Warner/WEA,-,67,0,67,14,0,14,0,0,0,0,14,0.044,0,0.044,114,559,7,7,7,2,0,2,102,14,539,0,-,-,112,-,-,-,-,-,-,-,-,-,-
113,221,113,Yes,MADDIE & TAE,The Christmas Song,Mercury Nashville,-,66,12,54,11,2,9,1,6,1,1,2,0.039,0.023,0.016,119,143,6,5,6,1.6,0.3,1.3,116,10,197,8,-,-,113,-,-,-,-,-,-,-,-,-,-
87,111,114,,WYATT FLORES,West Of Tulsa,Island,-,66,76,-10,9,10,-1,6,0,0,0,3,0.011,0.039,-0.028,206,118,2,0,2,4.5,5,-0.5,193,3,540,0,-,-,114,-,-,209,-,-,-,-,-,-,-
115,148,115,Yes,JON PARDI,Santa Looked A Lot Like Daddy,Capitol Nashville,-,60,37,23,13,7,6,1,3,5,2,2,0.126,0.174,-0.048,88,80,6,2,6,1.9,1,0.9,106,12,190,10,-,-,115,-,-,-,-,-,-,-,-,-,-
116,161,116,Yes,ELVIE SHANE,Blue Christmas,Wheelhouse,-,59,32,27,10,6,4,3,1,3,2,1,0.012,0.015,-0.003,197,174,3,1,3,2.5,1.5,1,124,7,211,6,-,-,116,-,-,-,-,-,-,-,-,-,-
72,118,117,,FLORIDA GEORGIA LINE,Colorado,BMLG,-,57,67,-10,15,17,-2,2,2,4,4,3,0.087,0.102,-0.015,93,93,2,0,2,7.5,8.5,-1,105,13,191,10,-,-,117,-,-,-,-,-,-,-,-,-,-
85,135,118,Yes,CATIE OFFERMAN,OK Cowboy,MCA Nashville,-,55,51,4,13,12,1,4,0,3,0,6,0.036,0.035,0.001,126,122,4,1,4,3.3,3,0.3,117,9,250,3,-,-,118,-,-,-,-,-,-,-,-,-,-
79,133,119,Yes,ERIC BURGETT,But A Beer Can,Bow To Stern,-,53,53,0,15,15,0,15,0,0,0,0,0.01,0.01,0,212,194,15,0,15,1,1,0,559,0,541,0,-,-,119,-,-,-,-,-,-,-,-,-,-
83,103,120,,RACHEL LIPSKY,Black Magic,Riot South,-,53,98,-45,15,29,-14,15,0,0,0,0,0.01,0.019,-0.009,217,157,15,0,15,1,1.9,-0.9,532,0,542,0,-,-,120,-,-,-,-,-,-,-,-,-,-
79,98,121,,IAN FLANIGAN,Under A Southern Sky,Reviver,-,53,107,-54,15,30,-15,15,0,0,0,0,0.01,0.02,-0.01,215,151,15,0,15,1,2,-1,558,0,543,0,-,-,121,-,-,-,-,-,-,-,-,-,-
82,100,122,,TWINNIE,Bad Man,IKAW Records,-,53,107,-54,15,30,-15,15,0,0,0,0,0.01,0.02,-0.01,225,155,15,0,15,1,2,-1,566,0,544,0,-,-,122,-,-,-,-,-,-,-,-,-,-
78,97,123,,ROMAN ALEXANDER,Downtime,Twelve6 Ent.,-,53,107,-54,15,30,-15,15,0,0,0,0,0.01,0.02,-0.01,210,149,15,0,15,1,2,-1,551,0,545,0,-,-,123,-,-,-,-,-,-,-,-,-,-
81,99,124,,MATT ROGERS,Tea Was A Little Sweeter,Matt Rogers Country,-,53,107,-54,15,30,-15,15,0,0,0,0,0.01,0.02,-0.01,222,154,15,0,15,1,2,-1,573,0,546,0,-,-,124,-,798,-,-,-,-,-,-,-,-
110,180,125,Yes,JORDANA BRYANT,First Christmas In Love,---,-,52,21,31,9,3,6,2,2,1,3,1,0.004,0,0.004,334,342,2,1,2,4.5,1.5,3,126,7,212,6,-,-,125,-,-,-,-,-,-,-,-,-,-
126,-,126,Yes,JOE NICHOLS,O Come All Ye Faithful,Quartz Hill,-,51,0,51,8,0,8,2,1,1,2,2,0.002,0,0.002,475,484,2,2,2,4,0,4,146,6,234,4,-,-,126,-,-,-,-,-,-,-,-,-,-
127,137,127,Yes,PRISCILLA BLOCK,Fake Names,Mercury Nashville,-,50,50,0,18,17,1,6,2,4,2,4,0.054,0.065,-0.011,111,103,1,0,1,9,8.5,0.5,107,12,198,8,-,-,127,-,-,-,-,-,-,-,-,-,-
111,119,128,,JORDAN DAVIS,Sunday Saints,MCA Nashville,-,50,65,-15,14,18,-4,0,0,4,3,7,0.069,0.092,-0.023,100,94,1,0,1,14,18,-4,99,14,203,7,-,-,128,-,-,-,-,-,-,-,-,-,-
129,176,129,Yes,HUNTERGIRL,Christmas Again,Wheelhouse,-,49,23,26,7,4,3,2,1,2,1,1,0,0.002,-0.002,546,273,1,0,1,3.5,2,1.5,159,5,235,4,-,-,129,-,-,-,-,-,-,-,-,-,-
130,-,130,Yes,CHASE MATTHEW,Mistletoe,Warner/WAR,-,49,0,49,7,0,7,2,1,1,1,2,0,0,0,554,464,1,1,1,7,0,7,153,5,251,3,-,-,130,-,-,-,-,-,-,-,-,-,-
91,91,131,,WAYLAND,Way Back When,---,-,49,138,-89,14,38,-24,14,0,0,0,0,0.009,0.024,-0.015,233,142,13,0,13,1.1,2.9,-1.8,575,0,547,0,-,-,131,-,-,-,-,-,-,-,-,-,-
24,126,132,,PRISCILLA BLOCK,My Bar,InDent/Mercury Nashville,33,48,55,-7,9,13,-4,2,1,3,2,1,0.065,0.073,-0.008,102,98,1,0,1,1.3,1.9,-0.6,131,7,213,6,-,-,132,-,-,-,-,-,-,-,-,-,-
49,127,133,,OLIVER ANTHONY,Rich Men North Of Richmond,---,1,47,55,-8,11,15,-4,4,0,0,0,7,0.032,0.066,-0.034,132,102,7,1,7,1.4,1.9,-0.5,141,7,548,0,-,-,133,-,-,-,-,-,-,-,-,-,-
52,173,134,Yes,CODY JOHNSON,With You I Am,Cojo Music,-,46,28,18,6,3,3,0,2,1,2,1,0.087,0.013,0.074,94,178,3,2,3,1.5,0.8,0.8,149,6,226,5,-,-,134,-,-,-,-,-,-,-,-,-,-
80,138,135,Yes,ELLE KING,Tulsa,RCA/Columbia Nashville,-,46,45,1,14,15,-1,3,3,4,1,3,0.055,0.05,0.005,108,111,2,1,2,7,7.5,-0.5,108,11,199,8,-,-,135,-,-,-,-,-,-,-,-,-,-
136,166,136,Yes,HUNTERGIRL,Hurry Up Christmas,Wheelhouse,-,44,30,14,7,5,2,1,1,2,1,2,0.004,0.017,-0.013,351,161,2,1,2,1.8,1.3,0.5,150,6,236,4,-,-,136,-,-,-,-,-,-,-,-,-,-
42,146,137,Yes,JAKE OWEN,On The Boat Again,Big Loud,11,44,40,4,9,8,1,6,1,1,0,1,0.01,0.009,0.001,220,201,2,0,2,4.5,4,0.5,178,3,280,2,-,-,137,-,-,-,-,-,-,-,-,-,-
118,154,138,Yes,EMILY BROOKE,Hungover You,---,-,43,34,9,8,7,1,0,0,0,0,8,0.028,0.022,0.006,137,145,7,0,7,1.1,1,0.1,122,8,549,0,-,-,138,-,-,-,-,-,-,-,-,-,-
63,159,139,Yes,KIDD G,Daylight Savings,Rebel/Valory/Geffen,-,42,33,9,10,8,2,7,1,0,0,2,0.019,0.008,0.011,163,204,2,0,2,5,4,1,180,3,330,1,-,-,139,-,-,-,-,-,-,-,-,-,-
127,150,140,Yes,BOY NAMED BANJO,Heart Attack,Mercury Nashville,-,40,36,4,19,17,2,6,1,3,3,6,0.03,0.03,0,133,127,1,0,1,19,17,2,104,13,204,7,-,-,140,-,-,-,-,-,-,-,-,-,-
107,113,141,,JAKE BANFIELD,Oklahoma Sooner,Jake Banfield Music,-,39,73,-34,14,26,-12,9,1,0,0,4,0.01,0.072,-0.062,211,100,1,0,1,14,26,-12,156,5,331,1,-,-,141,-,-,-,-,-,-,-,-,-,-
79,-,142,Yes,MO PITNEY,Local Honey,Curb,-,38,0,38,8,0,8,1,0,0,0,7,0.021,0,0.021,155,495,7,7,7,1.1,0,1.1,125,7,550,0,-,-,142,-,-,-,-,-,-,-,-,-,-
130,-,143,Yes,DARIUS RUCKER,Ol' Church Hymn f/Chapel Hart,Capitol Nashville,-,36,0,36,11,0,11,0,11,0,0,0,0.057,0,0.057,107,508,10,10,10,1.1,0,1.1,113,11,184,11,-,-,143,-,-,-,-,-,-,-,-,-,-
96,142,144,,OLD DOMINION,What Christmas Means To Me,Arista Nashville,-,35,40,-5,7,8,-1,0,1,1,4,1,0.063,0.068,-0.005,105,101,1,0,1,7,8,-1,144,7,214,6,-,-,144,-,-,-,-,-,-,-,-,-,-
110,800,145,Yes,PRISCILLA BLOCK,Peaked In High School,InDent/Mercury Nashville,-,34,0,34,7,0,7,0,0,0,0,7,0.022,0,0.022,146,321,7,7,7,1,0,1,127,7,551,0,-,-,145,-,-,-,-,-,-,-,-,-,-
93,549,146,Yes,THE FRONTMEN,God Blessed Texas,BBR Music Group,-,34,2,32,9,1,8,0,0,0,0,9,0.02,0.003,0.017,157,262,8,8,8,1,0.1,0.9,118,9,552,0,-,-,146,-,-,-,-,-,-,-,-,-,-
147,-,147,Yes,TRISTON MAREZ,Where The Neon Lies f/R.Dunn,Torrez Music Group,-,34,0,34,7,0,7,0,0,0,0,7,0.022,0,0.022,150,462,7,7,7,1,0,1,139,7,553,0,-,-,147,-,-,-,-,-,-,-,-,-,-
148,-,148,Yes,LUKE BRYAN,Southern And Slow,Capitol Nashville,-,34,0,34,7,0,7,0,0,0,0,7,0.022,0,0.022,148,337,7,7,7,1,0,1,137,7,554,0,-,-,148,-,-,-,-,-,-,-,-,-,-
59,-,149,Yes,MACKENZIE PORTER,These Days,Big Loud,-,34,0,34,7,0,7,0,0,0,0,7,0.022,0,0.022,152,497,7,7,7,1,0,1,136,7,555,0,-,-,149,-,-,-,-,-,-,-,-,-,-
121,-,150,Yes,SEAN STEMALY,Come Back To Bed,Big Loud,-,34,0,34,7,0,7,0,0,0,0,7,0.022,0,0.022,153,529,7,7,7,1,0,1,129,7,556,0,-,-,150,-,-,-,-,-,-,-,-,-,-
66,-,151,Yes,MARYNN TAYLOR,Every Single Summer,Black River Entertainment,-,34,0,34,7,0,7,0,0,0,0,7,0.022,0,0.022,154,539,7,7,7,1,0,1,134,7,557,0,-,-,151,-,-,-,-,-,-,-,-,-,-
89,-,152,Yes,CRAIG CAMPBELL,Never Mine,Grindstone,-,34,0,34,7,0,7,1,0,0,0,6,0.018,0,0.018,164,344,7,7,7,1,0,1,148,6,558,0,-,-,152,-,-,-,-,-,-,-,-,-,-
82,158,153,Yes,ASHLEY MCBRYDE,When Will I Be Loved,Warner/WMN,-,34,34,0,7,7,0,0,0,0,0,7,0.022,0.022,0,151,147,7,0,7,1,1,0,143,7,559,0,-,-,153,-,-,-,-,-,-,-,-,-,-
78,145,154,,CHRIS STAPLETON,The Star-Spangled Banner,---,-,34,40,-6,10,12,-2,3,3,4,0,0,0.044,0.044,0,113,114,9,5,9,0.6,0.8,-0.1,133,7,205,7,-,-,154,-,241,-,-,-,-,-,-,-,-
139,-,155,Yes,DARIUS RUCKER,Lift Me Up,Capitol Nashville,-,33,0,33,9,0,9,0,9,0,0,0,0.054,0,0.054,112,507,9,9,9,1,0,1,119,9,192,9,-,-,155,-,-,-,-,-,-,-,-,-,-
45,174,156,Yes,ELI YOUNG BAND & JIMMY BUFFETT,Saltwater Gospel,Valory Music Co.,-,32,27,5,4,4,0,0,0,1,1,2,0.38,0.47,-0.09,67,63,1,0,1,2,2,0,174,4,281,2,-,-,156,-,-,-,-,-,-,-,-,-,-
74,167,157,Yes,GARTH BROOKS & TRISHA YEARWOOD,Santa Baby,Pearl,-,32,29,3,10,9,1,3,2,2,2,1,0.036,0.031,0.005,125,124,3,0,3,3.3,3,0.3,128,7,215,6,-,-,157,-,-,-,-,-,-,-,-,-,-
80,177,158,Yes,MORGAN WALLEN,Cowgirls f/ERNEST,Big Loud/Mercury/Republic,-,31,22,9,12,8,4,1,3,2,2,4,0.035,0.017,0.018,129,166,4,2,4,3,2,1,110,11,206,7,-,-,158,-,-,-,-,-,-,-,-,-,-
159,289,159,Yes,CHRIS JANSON,Holiday Road,BMLG,-,30,6,24,12,2,10,2,3,2,3,2,0.028,0.01,0.018,138,197,6,5,6,2,0.3,1.7,115,10,200,8,-,-,159,-,-,-,-,-,-,-,-,-,-
128,190,160,Yes,CARLY PEARCE,The Star-Spangled Banner,---,-,30,18,12,5,4,1,2,0,3,0,0,0.055,0.036,0.019,110,121,5,4,5,0.7,0.6,0.1,187,3,252,3,-,-,160,-,-,-,-,-,-,-,-,-,-
85,155,161,,ZACH BRYAN,Oklahoma Smokeshow,Warner,-,30,34,-4,13,15,-2,6,0,2,1,4,0.019,0.026,-0.007,160,134,1,0,1,6.5,7.5,-1,123,7,253,3,-,-,161,-,-,-,-,-,-,-,-,-,-
125,125,162,,ELVIS PRESLEY & KANE BROWN,Blue Christmas,RCA Nashville,-,30,57,-27,10,15,-5,2,2,3,1,2,0.038,0.213,-0.175,121,74,4,0,4,1.1,1.7,-0.6,120,8,216,6,-,-,162,-,-,-,-,-,-,-,-,-,-
147,168,163,Yes,JESSIE MURPH & JELLY ROLL,Wild Ones,Columbia,-,29,29,0,12,12,0,5,0,2,2,3,0.029,0.026,0.003,135,136,1,0,1,12,12,0,138,7,237,4,-,-,163,-,64,-,-,-,-,-,94,-,2216
25,115,164,,DILLON CARMICHAEL,Son Of A,Riser House,49,29,69,-40,7,13,-6,1,2,1,1,2,0.027,0.03,-0.003,140,128,4,1,4,1.8,3.3,-1.5,145,6,238,4,-,-,164,-,-,-,-,-,-,-,-,-,-
31,164,165,,ERIC CHURCH,Doing Life With Me,EMI Nashville,27,27,30,-3,18,20,-2,3,3,4,4,4,0.014,0.013,0.001,181,175,2,0,2,6,6.7,-0.7,98,15,185,11,-,-,165,-,-,-,-,-,-,-,-,-,-
59,397,166,Yes,IAN MUNSICK,Long Haul,Warner/WEA,-,26,4,22,4,1,3,0,4,0,0,0,0.041,0.007,0.034,117,216,2,2,2,1.3,0.3,1,170,4,239,4,-,-,166,-,-,-,-,-,-,-,-,-,-
135,286,167,Yes,JON PARDI,400 Horsepower Sleigh,Capitol Nashville,-,26,7,19,8,1,7,0,1,5,0,2,0.043,0.015,0.028,115,173,6,6,6,1.1,0.1,1,121,8,217,6,-,-,167,-,-,-,-,-,-,-,-,-,-
78,183,168,Yes,TEDDY ROBB,Question The Universe,---,-,26,20,6,5,4,1,5,0,0,0,0,0.007,0.005,0.002,255,231,1,0,1,5,4,1,567,0,560,0,-,-,168,-,-,-,-,-,-,-,-,-,-
30,136,169,,MICHAEL RAY,Holy Water,Warner/WEA,29,26,50,-24,5,10,-5,0,0,2,1,2,0.038,0.064,-0.026,122,106,2,1,2,1,2,-1,158,5,254,3,-,-,169,-,-,-,-,-,-,-,-,-,-
170,258,170,Yes,DAVID J,After We Broke Up,Sony Music Nashville,-,23,8,15,9,3,6,9,0,0,0,0,0.002,0.001,0.001,461,286,1,0,1,9,3,6,569,0,561,0,-,-,170,-,-,-,-,-,-,-,-,-,-
150,186,171,Yes,WILLIAM BECKMANN,Tennessee Drinkin',Highway 90,-,23,20,3,6,5,1,6,0,0,0,0,0.001,0.001,0,484,283,1,0,1,6,5,1,545,0,562,0,-,-,171,-,-,-,-,-,-,-,-,-,-
80,179,172,Yes,CODY JOHNSON,That's Texas,CoJo/Warner/WMN,-,22,22,0,3,3,0,2,0,1,0,0,0.019,0.012,0.007,162,182,1,0,1,3,3,0,296,1,332,1,-,-,172,-,-,-,-,-,-,-,-,-,-
105,284,173,Yes,ABBY ANDERSON,Star Spangled Banner,Black River Entertainment,-,21,7,14,6,2,4,1,0,5,0,0,0.038,0.015,0.023,120,170,5,3,5,1.2,0.4,0.8,152,5,227,5,-,-,173,-,-,-,-,-,-,-,-,-,-
85,208,174,Yes,CARTER FAITH,Cowboy Forever,Suburban Heartbreak,-,21,15,6,10,7,3,3,0,1,2,4,0.014,0.007,0.007,183,211,1,0,1,10,7,3,140,7,255,3,-,-,174,-,-,-,-,-,-,-,-,-,-
145,209,175,Yes,CARTER FAITH,Wild,Suburban Heartbreak,-,21,15,6,10,7,3,3,1,0,1,5,0.011,0.007,0.004,204,212,1,0,1,10,7,3,135,7,282,2,-,-,175,-,-,-,-,-,-,-,-,-,-
77,182,176,Yes,HIXTAPE,John Deere Green f/HARDY...,Big Loud/Mercury/Republic,-,21,21,0,18,15,3,5,1,7,1,4,0.01,0.013,-0.003,216,177,2,1,2,6,5,1,103,13,193,9,-,-,176,-,-,-,-,-,-,-,-,-,-
76,181,177,Yes,BROTHERS OSBORNE,Rollercoaster (Forever And...),EMI Nashville,-,21,21,0,3,3,0,0,1,0,0,2,0,0,0,536,332,1,0,1,3,3,0,181,3,333,1,-,-,177,-,-,-,-,-,-,-,-,-,-
55,172,178,,BRELAND,For What It's Worth,Bad Realm/Atlantic/Warner,-,21,28,-7,3,4,-1,1,1,1,0,0,0,0,0,535,328,1,0,1,3,4,-1,203,2,283,2,-,-,178,-,-,-,-,-,-,-,-,-,-
46,108,179,,MARYNN TAYLOR,Make You Mine,Black River Entertainment,1,21,81,-60,3,16,-13,2,0,1,0,0,0,0.044,-0.044,576,115,1,0,1,0.4,2,-1.6,474,1,334,1,-,-,179,-,-,-,-,-,-,-,-,-,-
54,106,180,,WALKER HAYES,Good With Me,RCA/Monument,-,21,91,-70,5,20,-15,2,1,0,0,2,0.014,0.064,-0.05,185,104,3,1,3,0.3,1.1,-0.8,190,3,335,1,-,-,180,-,-,-,-,-,-,-,-,-,-
70,212,181,Yes,TIM DUGGER,Heart Of A Small Town,MCC/Curb,-,20,14,6,4,5,-1,1,2,1,0,0,0.026,0.016,0.01,142,168,1,0,1,2,2.5,-0.5,188,3,256,3,-,-,181,-,-,-,-,-,-,-,-,-,-
65,171,182,,RYAN GRIFFIN,Heart To Break,Red Street,-,20,29,-9,15,19,-4,10,0,1,2,2,0.005,0.006,-0.001,293,220,1,0,1,7.5,9.5,-2,161,5,257,3,-,-,182,-,-,-,-,-,-,-,-,-,-
48,169,183,,DIERKS BENTLEY,Something Real,Capitol Nashville,4,20,29,-9,9,13,-4,8,0,0,0,1,0.003,0.01,-0.007,388,193,1,0,1,9,13,-4,314,1,563,0,-,-,183,-,-,-,-,-,-,-,-,-,-
124,162,184,Yes,CODY JINKS,Outlaws And Mustangs,Late August/The Orchard,-,20,31,-11,9,9,0,4,0,2,0,3,0.006,0.018,-0.012,270,159,3,1,3,3,3,0,154,5,284,2,-,-,184,-,-,-,-,-,-,-,-,-,-
95,204,185,Yes,MORGAN WALLEN,Quittin' Time,Big Loud/Republic,-,19,15,4,9,7,2,2,0,2,3,2,0.023,0.022,0.001,145,148,1,0,1,9,7,2,130,7,228,5,-,-,185,-,-,-,-,-,-,-,-,-,-
56,175,186,,BROOKS & DUNN,Brand New Man w/Luke Combs,Arista Nashville,-,19,24,-5,7,8,-1,1,2,1,1,2,0.022,0.025,-0.003,147,138,3,1,3,1.2,1.3,-0.2,147,6,240,4,-,-,186,-,-,-,-,-,-,-,-,-,-
115,222,187,Yes,MIKE RYAN,Loser,Rock & Soul,-,18,11,7,3,2,1,0,0,0,2,1,0.037,0.003,0.034,123,267,2,0,2,1.5,1,0.5,189,3,285,2,-,-,187,-,-,-,-,-,-,-,-,-,-
112,398,188,Yes,RANDALL KING,Record High,Warner/WMN,-,17,4,13,3,1,2,0,0,1,1,1,0.028,0.002,0.026,139,276,3,3,3,0.8,0.3,0.5,186,3,286,2,-,-,188,-,-,-,-,-,-,-,-,-,-
149,196,189,Yes,RYAN SIMS,Put It On Repeat,Cave Creek,-,17,17,0,7,7,0,6,0,0,0,1,0.005,0.005,0,315,235,1,0,1,7,7,0,320,1,564,0,-,-,189,-,-,-,-,-,-,-,-,-,-
59,185,190,,INGRID ANDRESS,Feel Like This,Atlantic/Warner/WEA,-,17,20,-3,13,14,-1,11,1,0,0,1,0.002,0.007,-0.005,456,209,1,0,1,6.5,7,-0.5,232,2,336,1,-,-,190,-,-,-,-,-,-,-,-,-,-
191,197,191,Yes,LAURA BRYNA,Certified,LTD Entertainment LLC,-,16,16,0,7,7,0,5,0,0,0,2,0.006,0.006,0,261,218,1,0,1,7,7,0,208,2,565,0,-,-,191,-,-,-,-,-,-,-,-,-,-
56,-,192,Yes,BRETT ELDREDGE,Good Day (2021),Warner/WMN,-,16,0,16,3,0,3,0,2,1,0,0,0.027,0,0.027,141,378,1,1,1,3,0,3,182,3,258,3,-,-,192,-,-,-,-,-,-,-,-,-,-
60,200,193,Yes,DILLON CARMICHAEL,Dancing Away With My Heart,Riser House,-,16,16,0,2,2,0,0,0,1,1,0,0.032,0.031,0.001,131,125,1,0,1,2,2,0,205,2,287,2,-,-,193,-,-,-,-,-,-,-,-,-,-
140,140,194,,JELLY ROLL,Halfway To Hell,Stoney Creek/BMG,-,16,42,-26,5,10,-5,5,0,0,0,0,0.003,0.028,-0.025,416,132,1,0,1,0.6,1.1,-0.6,564,0,566,0,-,-,194,-,92,-,-,-,-,-,-,-,-
59,784,195,Yes,CODY JOHNSON,Wild As You,Cojo Music,-,15,0,15,2,0,2,1,0,1,0,0,0.02,0,0.02,158,429,2,2,2,1,0,1,524,1,337,1,-,-,195,-,-,-,-,-,-,-,-,-,-
72,299,196,Yes,CODY JINKS,Loud And Heavy,Late August/16camino,-,15,6,9,7,3,4,3,1,0,1,2,0.009,0.007,0.002,228,214,1,0,1,7,3,4,164,4,288,2,-,-,196,-,-,-,-,-,-,-,-,-,-
74,282,197,Yes,THOMAS RHETT,Church Boots,Valory Music Co.,-,15,7,8,7,3,4,3,0,0,0,4,0.005,0.002,0.003,309,279,5,2,5,1.4,0.6,0.8,162,4,567,0,-,-,197,-,-,-,-,-,-,-,-,-,-
89,280,198,Yes,TRACE ADKINS,Better Off,Verge Nashville,-,15,7,8,3,2,1,1,0,1,0,1,0.014,0.007,0.007,179,208,1,0,1,1.5,1,0.5,223,2,338,1,-,-,198,-,-,-,-,-,-,-,-,-,-
68,259,199,Yes,AARON LEWIS,That Ain't Country,Dot,-,15,8,7,7,4,3,2,1,1,1,2,0.014,0.005,0.009,187,228,1,0,1,7,4,3,157,5,259,3,-,-,199,-,-,-,-,-,-,-,-,-,-
122,210,200,Yes,ELLA LANGLEY & KOE WETZEL,That's Why We Fight,SAWGOD/Columbia,-,15,15,0,7,7,0,4,1,1,0,1,0.008,0.007,0.001,235,215,1,0,1,7,7,0,194,3,289,2,-,-,200,-,-,-,-,-,-,-,-,-,-
89,191,201,,CHRIS STAPLETON,Arkansas,Mercury Nashville,-,15,18,-3,5,6,-1,0,0,0,0,5,0.007,0.008,-0.001,256,207,1,0,1,5,6,-1,155,5,568,0,-,-,201,-,-,3682,-,597,-,-,-,-,-
30,170,202,,CAROLINE JONES,Come In (But Don't Make...),True To The Song/Mailboat,-,15,29,-14,3,5,-2,1,0,1,1,0,0,0,0,549,430,2,0,2,1.5,2.5,-1,214,2,290,2,-,-,202,-,-,-,-,-,-,-,-,-,-
115,163,203,,CODY JINKS,Must Be The Whiskey,Rounder/Concord,-,15,31,-16,7,10,-3,2,0,2,2,1,0.019,0.036,-0.017,161,120,1,0,1,3.5,5,-1.5,160,5,241,4,-,-,203,-,-,-,-,-,-,-,-,-,-
41,263,204,Yes,MIDLAND,Sunrise Tells The Story,Big Machine,-,14,7,7,2,1,1,2,0,0,0,0,0.002,0.017,-0.015,474,164,1,0,1,2,1,1,561,0,569,0,-,-,204,-,-,-,-,-,-,-,-,-,-
139,224,205,Yes,JON WOLFE,Boots On A Dance Floor,Fool Hearted Productions,-,14,11,3,2,2,0,2,0,0,0,0,0.002,0.003,-0.001,480,269,1,0,1,1,1,0,574,0,570,0,-,-,205,-,-,-,-,-,-,-,-,-,-
206,223,206,Yes,THE FRONTMEN,I Need You,BBR Music Group,-,14,11,3,2,4,-2,0,1,0,0,1,0.014,0.02,-0.006,184,152,1,1,1,0.4,0.8,-0.4,221,2,339,1,-,-,206,-,-,-,-,-,-,-,-,-,-
207,-,207,Yes,WILLIAM BECKMANN,Follow,Highway 90,-,14,0,14,2,0,2,0,0,0,2,0,0.035,0,0.035,127,315,1,1,1,2,0,2,200,2,291,2,-,-,207,-,-,-,-,-,-,-,-,-,-
131,211,208,Yes,MIKE RYAN,Other Side Of The Radio,Rock & Soul,-,14,14,0,2,2,0,1,0,0,1,0,0.018,0.006,0.012,165,224,1,0,1,2,2,0,403,1,340,1,-,-,208,-,-,-,-,-,-,-,-,-,-
156,198,209,,LUKE COMBS,Don't Tempt Me,River House/Columbia Nash,-,14,16,-2,6,7,-1,1,0,0,0,5,0.006,0.006,0,264,219,5,0,5,1.2,1.4,-0.2,151,5,571,0,-,-,209,-,-,-,-,-,-,-,-,-,-
125,178,210,,CODY JOHNSON,Work Boots,CoJo/Warner/WMN,-,14,22,-8,2,3,-1,0,0,0,2,0,0.035,0.052,-0.017,128,109,1,0,1,2,3,-1,220,2,292,2,-,-,210,-,-,-,-,-,-,-,-,-,-
52,149,211,,HANNAH ELLIS,Country Can,Curb,-,14,37,-23,2,9,-7,1,0,0,1,0,0,0.002,-0.002,541,272,1,0,1,0.7,3,-2.3,486,1,341,1,-,-,211,-,-,-,-,-,-,-,-,-,-
150,227,212,Yes,THE TUTEN BROTHERS,Country Music,---,-,13,11,2,6,5,1,3,0,1,1,1,0.01,0.012,-0.002,224,184,1,0,1,6,5,1,192,3,293,2,-,-,212,-,-,-,-,-,-,-,-,-,-
