PK,Rank,,,Artist,Title,Label,Wks On,Points,,,Spins,,,Dayparts,,,,,Impressions,,,,,Stations,,Avg. Station Rotations,,,,w/o OVN,,6am to 7pm,,Format By Format Rank,,,,,,,,,,,,
73,839,103,Yes,ELI YOUNG BAND/GEORGE BIRGE,Amy's Back In Austin,FOUR17 Ent.,-,74,0,74,22,0,22,0,22,0,0,0,0.116,0,0.116,83,375,22,22,22,1,0,1,84,22,154,22,-,-,103,-,-,-,-,-,-,-,-,-,-
104,115,104,Yes,ZACH BRYAN,Sarah's Place f/Noah Kahan,Warner,-,73,73,0,14,14,0,1,1,5,3,4,0.109,0.116,-0.007,85,79,1,0,1,14,14,0,96,13,179,9,-,-,104,-,-,609,-,-,-,-,-,-,-
98,111,105,,12/OC,Forever Bound,---,-,73,86,-13,27,32,-5,6,1,7,7,6,0.068,0.077,-0.009,97,88,1,0,1,27,32,-5,86,21,165,15,-,-,105,-,-,-,-,-,-,-,-,-,-
46,143,106,Yes,MARYNN TAYLOR,Make You Mine,Black River Entertainment,1,69,35,34,14,7,7,0,0,0,0,14,0.037,0.018,0.019,118,136,7,0,7,2,1,1,94,14,508,0,-,-,106,-,-,-,-,-,-,-,-,-,-
68,97,107,,MICKEY GUYTON,Nothing Compares To..f/K.Brown,Capitol Nashville,-,68,122,-54,10,26,-16,4,1,2,0,3,0.001,0.009,-0.008,476,171,2,0,2,2,5.2,-3.2,134,6,226,3,-,-,107,-,-,-,-,-,-,-,-,-,-
78,131,108,Yes,SHENANDOAH & LUKE COMBS,Two Dozen Roses,8 Track Entertainment,-,66,38,28,13,8,5,5,1,3,2,2,0.016,0.008,0.008,158,180,3,1,3,4.3,2.7,1.7,116,8,193,6,-,-,108,-,-,-,-,-,-,-,-,-,-
72,113,109,,FLORIDA GEORGIA LINE,Colorado,BMLG,-,59,74,-15,14,18,-4,4,1,3,4,2,0.072,0.108,-0.036,96,81,2,0,2,7,9,-2,106,10,183,8,-,-,109,-,-,-,-,-,-,-,-,-,-
110,125,110,Yes,LARRY FLEET,Things I Take For Granted,Big Loud,-,58,44,14,23,15,8,7,3,5,4,4,0.057,0.051,0.006,102,97,6,3,6,2.6,1.7,0.9,91,16,169,12,-,-,110,-,-,-,-,-,-,-,-,-,-
48,175,111,Yes,NEON UNION,Bout Damn Time,Red Street,5,56,16,40,14,7,7,3,1,3,3,4,0.064,0.017,0.047,99,139,2,1,2,4.7,2.3,2.3,104,11,185,7,-,-,111,-,-,-,-,-,-,-,-,-,-
91,110,112,,TAYLOR SWIFT,Mine (Taylor's Version),Republic,-,55,90,-35,12,17,-5,2,2,3,3,2,0.085,0.148,-0.063,90,74,5,0,5,2,2.8,-0.8,109,10,184,8,69,246,112,-,-,-,-,-,-,-,-,-,-
83,83,113,,ALISON NICHOLS,Hoops,Alison Nichols,-,55,168,-113,16,47,-31,16,0,0,0,0,0.01,0.034,-0.024,194,106,15,0,15,1,2.9,-1.9,546,0,509,0,-,-,113,-,-,-,-,-,-,-,-,-,-
83,85,114,,RACHEL LIPSKY,Black Magic,Riot South,-,54,163,-109,15,45,-30,15,0,0,0,0,0.01,0.031,-0.021,192,110,15,0,15,1,3,-2,560,0,510,0,-,-,114,-,-,-,-,-,-,-,-,-,-
115,119,115,,PRISCILLA BLOCK,Fake Names,Mercury Nashville,-,53,59,-6,19,21,-2,5,0,4,5,5,0.06,0.069,-0.009,100,92,1,0,1,19,21,-2,93,14,180,9,-,-,115,-,-,-,-,-,-,-,-,-,-
52,118,116,,CODY JOHNSON,With You I Am,Cojo Music,-,49,63,-14,8,9,-1,1,1,3,2,1,0.081,0.073,0.008,92,90,2,0,2,2.7,3,-0.3,127,7,194,6,-,-,116,-,-,-,-,-,-,-,-,-,-
117,122,117,,LARRY FLEET,25-8,Big Loud,-,47,52,-5,9,10,-1,0,0,0,1,8,0.031,0.034,-0.003,123,105,1,0,1,9,10,-1,114,9,286,1,-,-,117,-,-,-,-,-,-,-,-,-,-
118,245,118,Yes,LIL DURK,Broadway Girls f/Morgan Wallen,Alamo,-,45,6,39,15,2,13,2,2,4,5,2,0.068,0.007,0.061,98,183,2,1,2,7.5,1,6.5,97,13,170,11,-,-,118,-,-,-,-,-,-,-,536,-,-
54,152,119,Yes,WALKER HAYES,Good With Me,RCA/Monument,-,45,28,17,11,6,5,9,2,0,0,0,0.022,0.015,0.007,137,146,3,0,3,3.7,2,1.7,203,2,243,2,-,-,119,-,-,-,-,-,-,-,-,-,-
66,-,120,Yes,MORGAN WALLEN,Don't Think Jesus,Big Loud/Mercury/Republic,-,45,0,45,10,0,10,0,0,1,0,9,0.034,0,0.034,120,540,10,10,10,1,0,1,107,10,287,1,-,-,120,-,-,-,-,-,-,-,-,-,-
84,213,121,Yes,ZACH BRYAN,Hey Driver f/The War & Treaty,Warner,-,44,9,35,20,4,16,6,0,3,2,9,0.029,0.006,0.023,132,196,2,0,2,10,2,8,92,14,202,5,-,-,121,-,-,247,-,-,-,-,-,-,-
25,148,122,Yes,DILLON CARMICHAEL,Son Of A,Riser House,49,41,32,9,10,7,3,3,1,3,1,2,0.023,0.016,0.007,135,141,3,1,3,3.3,2.3,1,121,7,203,5,-,-,122,-,-,-,-,-,-,-,-,-,-
80,150,123,Yes,MORGAN WALLEN,Cowgirls f/ERNEST,Big Loud/Mercury/Republic,-,40,31,9,15,14,1,1,3,5,1,5,0.047,0.03,0.017,108,114,7,4,7,2.1,2,0.1,95,14,181,9,-,-,123,-,-,-,-,-,-,-,-,-,-
124,-,124,Yes,VINCE GILL & PAUL FRANKLIN,Your Old Love Letters,MCA Nashville,-,40,0,40,4,0,4,3,0,0,0,1,0.009,0,0.009,200,392,1,1,1,4,0,4,330,1,511,0,-,-,124,-,-,-,-,-,-,-,-,-,-
125,241,125,Yes,AARON LEWIS,Let's Go Fishing,Valory Music Co.,-,39,7,32,18,3,15,5,0,3,4,6,0.03,0.008,0.022,131,175,2,1,2,9,1.5,7.5,98,13,186,7,-,-,125,-,-,-,-,-,-,-,-,-,-
126,126,126,,BRAXTON KEITH,Give Me A Sunrise,Torrez Music Group,-,38,44,-6,6,7,-1,3,0,0,0,3,0.014,0.011,0.003,172,160,1,0,1,6,7,-1,173,3,512,0,-,-,126,-,-,-,-,-,-,-,-,-,-
78,121,127,Yes,CHRIS STAPLETON,The Star-Spangled Banner,---,-,38,54,-16,16,15,1,5,7,4,0,0,0.042,0.079,-0.037,113,87,12,4,12,0.8,0.8,0.1,103,11,171,11,-,-,127,-,264,-,-,1367,-,-,-,-,-
56,151,128,Yes,BROOKS & DUNN,Brand New Man w/Luke Combs,Arista Nashville,-,37,29,8,9,8,1,2,3,2,1,1,0.046,0.026,0.02,109,116,5,3,5,1.3,1.1,0.1,124,7,195,6,-,-,128,-,-,-,-,-,-,-,-,-,-
129,-,129,Yes,JESSIE MURPH & JELLY ROLL,Wild Ones,Columbia,-,37,0,37,16,0,16,4,0,3,3,6,0.035,0,0.035,119,471,2,2,2,8,0,8,101,12,196,6,-,-,129,-,286,-,-,-,-,-,87,-,-
130,134,130,Yes,CRAIG MORGAN & GARY LEVOX,That's What I Love About Sun.,Broken Bow,-,36,35,1,10,7,3,0,10,0,0,0,0.057,0.018,0.039,105,134,10,8,10,0.7,0.5,0.2,108,10,174,10,-,-,130,-,-,-,-,-,-,-,-,-,-
99,133,131,Yes,ALANA SPRINGSTEEN,goodbye looks good on you,Columbia,-,36,36,0,15,15,0,7,0,0,1,7,0.021,0.026,-0.005,139,118,1,0,1,15,15,0,117,8,288,1,-,-,131,-,-,-,-,-,-,-,-,-,-
128,-,132,Yes,REBA MCENTIRE,Seven Minutes In Heaven,MCA Nashville,-,36,0,36,10,0,10,0,10,0,0,0,0.057,0,0.057,104,458,10,10,10,1,0,1,105,10,175,10,-,-,132,-,-,-,-,-,-,-,-,-,-
64,112,133,,DYLAN SCHNEIDER,Ain't Missin' You,Wheelhouse,-,36,75,-39,13,33,-20,11,0,0,1,1,0.009,0.018,-0.009,205,135,2,0,2,2.2,5.5,-3.3,184,2,289,1,-,-,133,-,-,-,-,-,-,-,-,-,-
98,824,134,Yes,EMILY BROOKE,Hungover You,---,-,35,0,35,7,0,7,1,0,0,0,6,0.013,0,0.013,174,327,7,7,7,1,0,1,132,6,513,0,-,-,134,-,-,-,-,-,-,-,-,-,-
68,-,135,Yes,WALKER COUNTY,Bits & Pieces,Warner/WEA,-,35,0,35,7,0,7,0,0,0,0,7,0.018,0,0.018,155,536,7,7,7,1,0,1,122,7,514,0,-,-,135,-,-,-,-,-,-,-,-,-,-
99,135,136,Yes,CHRIS LANE,Stop Coming Over,Big Loud,-,35,35,0,7,7,0,0,0,0,0,7,0.018,0.013,0.005,153,154,7,0,7,1,1,0,126,7,515,0,-,-,136,-,-,-,-,-,-,-,-,-,-
76,141,137,Yes,BROTHERS OSBORNE,Rollercoaster (Forever And...),EMI Nashville,-,35,35,0,5,5,0,1,1,1,1,1,0,0,0,502,332,1,0,1,5,5,0,152,4,227,3,-,-,137,-,-,-,-,-,-,-,-,-,-
138,-,138,Yes,DYLAN SCOTT,This Town's Been Too Good To..,Curb,-,34,0,34,12,0,12,5,3,1,3,0,0.033,0,0.033,122,501,6,6,6,2,0,2,125,7,187,7,-,-,138,-,-,-,-,-,-,-,-,-,-
30,120,139,,MICHAEL RAY,Holy Water,Warner/WEA,29,34,57,-23,6,10,-4,0,2,3,1,0,0.059,0.069,-0.01,101,93,2,0,2,3,5,-2,128,6,197,6,-,-,139,-,-,-,-,-,-,-,-,-,-
24,161,140,Yes,PRISCILLA BLOCK,My Bar,InDent/Mercury Nashville,33,32,20,12,7,5,2,2,0,3,1,1,0.038,0.033,0.005,116,107,2,0,2,3.5,2.5,1,143,5,211,4,-,-,140,-,-,-,-,-,-,-,-,-,-
45,157,141,Yes,ELI YOUNG BAND & JIMMY BUFFETT,Saltwater Gospel,Valory Music Co.,-,32,24,8,4,3,1,0,1,3,0,0,0.677,0.224,0.453,54,69,1,0,1,4,3,1,155,4,212,4,-,-,141,-,-,-,-,-,-,-,-,-,-
136,153,142,Yes,DAVID J,After We Broke Up,Sony Music Nashville,-,32,28,4,9,8,1,9,0,0,0,0,0.002,0.002,0,452,276,1,0,1,9,8,1,542,0,516,0,-,56,142,-,-,-,-,-,-,-,-,-,-
143,183,143,Yes,ZACH BRYAN,Holy Roller f/Sierra Ferrell,Warner,-,29,15,14,14,7,7,5,0,4,3,2,0.03,0.012,0.018,129,157,1,0,1,14,7,7,115,9,188,7,-,-,143,-,-,1061,-,-,-,-,-,-,-
85,181,144,Yes,LAINEY WILSON,Sayin' What I'm Thinkin',Broken Bow,-,29,15,14,14,7,7,5,1,1,3,4,0.02,0.014,0.006,145,150,1,0,1,14,7,7,111,9,204,5,-,-,144,-,-,-,-,-,-,-,-,-,-
80,128,145,,ELLE KING,Tulsa,RCA/Columbia Nashville,-,29,42,-13,9,13,-4,2,1,2,2,2,0.033,0.049,-0.016,121,99,1,0,1,9,13,-4,119,7,205,5,-,-,145,-,-,-,-,-,-,-,-,-,-
48,100,146,,EASTON CORBIN,Marry That Girl,Stone Country,8,29,110,-81,6,28,-22,4,1,1,0,0,0.01,0.031,-0.021,189,108,5,1,5,0.8,3.5,-2.8,206,2,244,2,-,-,146,-,-,-,-,-,-,-,-,-,-
80,88,147,,CODY JOHNSON,That's Texas,CoJo/Warner/WMN,-,29,158,-129,5,25,-20,1,0,0,2,2,0.037,0.205,-0.168,117,70,2,1,2,2.5,12.5,-10,154,4,245,2,-,-,147,-,-,-,-,-,-,-,-,-,-
148,149,148,,FRANK VIEIRA,Holy Smoke,---,-,28,31,-3,10,11,-1,9,0,0,0,1,0.007,0.01,-0.003,229,168,1,0,1,10,11,-1,497,1,517,0,-,-,148,-,-,-,-,-,-,-,-,-,-
149,-,149,Yes,TY HERNDON,How You Get To Heaven,Pivotal,-,27,0,27,3,0,3,0,0,1,2,0,0.054,0,0.054,106,406,1,1,1,3,0,3,167,3,228,3,-,-,149,-,-,-,-,-,-,-,-,-,-
105,195,150,Yes,ABBY ANDERSON,Star Spangled Banner,Black River Entertainment,-,25,11,14,6,3,3,2,0,4,0,0,0.025,0.021,0.004,133,125,5,3,5,1,0.5,0.5,153,4,213,4,-,-,150,-,-,-,-,-,-,-,-,-,-
49,177,151,Yes,OLIVER ANTHONY,Rich Men North Of Richmond,---,1,25,16,9,7,6,1,0,1,1,0,5,0.13,0.008,0.122,81,177,6,1,6,1,0.9,0.1,120,7,246,2,-,-,151,-,-,-,-,-,-,-,-,-,-
65,154,152,,RYAN GRIFFIN,Heart To Break,Red Street,-,25,27,-2,18,19,-1,9,1,4,1,3,0.01,0.01,0,191,164,1,0,1,18,19,-1,112,9,198,6,-,-,152,-,-,-,-,-,-,-,-,-,-
127,145,153,,BOY NAMED BANJO,Heart Attack,Mercury Nashville,-,22,33,-11,10,15,-5,3,1,2,1,3,0.018,0.022,-0.004,149,124,1,0,1,10,15,-5,123,7,214,4,-,-,153,-,-,1851,-,-,-,-,-,-,-
68,180,154,Yes,LUKE COMBS,"Houston, We Got A Problem",River House/Columbia,-,21,15,6,9,7,2,3,0,2,2,2,0.021,0.017,0.004,138,138,2,1,2,4.5,3.5,1,129,6,215,4,-,-,154,-,-,-,-,-,-,-,-,-,-
84,351,155,Yes,NATE SMITH,Wreckage,RCA Nashville,-,20,4,16,9,2,7,3,1,1,3,1,0.019,0.007,0.012,148,185,1,0,1,9,2,7,136,6,206,5,-,-,155,-,-,-,-,-,-,-,-,-,-
145,179,156,Yes,CARTER FAITH,Wild,Suburban Heartbreak,-,20,15,5,9,7,2,4,0,1,1,3,0.012,0.01,0.002,180,162,1,0,1,9,7,2,146,5,247,2,-,-,156,-,-,-,-,-,-,-,-,-,-
70,178,157,Yes,TIM DUGGER,Heart Of A Small Town,MCC/Curb,-,20,15,5,4,3,1,2,0,1,1,0,0,0,0,517,373,1,0,1,4,3,1,191,2,248,2,-,-,157,-,-,-,-,-,-,-,-,-,-
158,158,158,,SCOTTY MCCREERY,Can't Pass The Bar,Triple Tigers,-,20,23,-3,6,10,-4,1,1,2,1,1,0.016,0.025,-0.009,157,120,3,1,3,0.9,1.4,-0.6,139,5,216,4,-,-,158,-,-,-,-,-,-,-,-,-,-
89,164,159,Yes,CHRIS STAPLETON,Arkansas,Mercury Nashville,-,19,19,0,6,6,0,0,0,0,0,6,0.008,0.008,0,219,181,1,0,1,6,6,0,133,6,518,0,-,-,159,-,-,1251,-,-,-,-,-,-,-
157,166,160,Yes,BRAXTON KEITH,A Little Bit Closer,Torrez Music Group,-,19,19,0,3,3,0,1,0,0,0,2,0.009,0.002,0.007,202,277,1,0,1,3,3,0,194,2,519,0,-,-,160,-,-,-,-,-,-,-,-,-,-
32,198,161,Yes,BROTHERS OSBORNE,I'm Not For Everyone,EMI Nashville,40,18,10,8,5,3,2,0,0,3,1,1,0.03,0.014,0.016,128,148,3,0,3,1.7,1,0.7,142,5,217,4,-,-,161,-,-,-,-,-,-,-,-,-,-
154,155,162,,MEREDITH FOSTER,I'm Not Blonde,Wildwood,-,18,26,-8,8,12,-4,3,0,3,0,2,0.014,0.018,-0.004,171,132,1,0,1,8,12,-4,144,5,229,3,-,-,162,-,-,-,-,-,-,-,-,-,-
142,252,163,Yes,CODY JINKS,What Else Is New,Late August,-,17,6,11,8,3,5,3,0,3,1,1,0.018,0.003,0.015,150,263,1,0,1,8,3,5,141,5,218,4,-,-,163,-,-,-,-,-,-,-,-,-,-
164,238,164,Yes,LUKE COMBS,I Got Away With You,River House/Columbia Nash,-,17,8,9,8,4,4,2,0,4,1,1,0.023,0.009,0.014,136,169,1,0,1,8,4,4,135,6,207,5,-,-,164,-,-,-,-,-,-,-,-,-,-
112,171,165,Yes,RANDALL KING,Record High,Warner/WMN,-,17,17,0,3,2,1,0,1,0,1,1,0.018,0,0.018,152,432,3,2,3,1,0.7,0.3,165,3,249,2,-,-,165,-,-,-,-,-,-,-,-,-,-
115,132,166,,CODY JINKS,Must Be The Whiskey,Rounder/Concord,-,17,36,-19,8,10,-2,2,0,2,1,3,0.015,0.031,-0.016,162,109,1,0,1,2.7,3.3,-0.7,138,6,230,3,-,-,166,-,-,-,-,-,-,-,-,-,-
37,127,167,,RILEY GREEN,If It Wasn't For Trucks,BMLG,19,17,43,-26,7,23,-16,1,1,2,1,2,0.019,0.011,0.008,146,159,2,1,2,0.8,2.6,-1.8,137,6,219,4,-,-,167,-,-,-,-,-,-,-,-,-,-
119,578,168,Yes,PRYOR & LEE,National Anthem,Black River Entertainment,-,15,1,14,4,1,3,2,0,2,0,0,0.019,0,0.019,147,487,4,3,4,1,0.3,0.8,193,2,250,2,-,-,168,-,-,-,-,-,-,-,-,-,-
89,182,169,Yes,TRACE ADKINS,Better Off,Verge Nashville,-,15,15,0,3,3,0,1,0,0,0,2,0,0,0,493,296,1,0,1,3,3,0,180,2,520,0,-,-,169,-,-,-,-,-,-,-,-,-,-
37,206,170,Yes,TIGIRLILY GOLD,Shoot Tequila,Monument,11,14,10,4,3,3,0,1,1,1,0,0,0.02,0.014,0.006,144,149,3,3,3,0.8,0.8,0,211,2,251,2,-,-,170,-,-,-,-,-,-,-,-,-,-
171,-,171,Yes,KAMERON MARLOWE,Strangers f/Ella Langley,Columbia Nashville,-,14,0,14,4,0,4,0,1,1,2,0,0.025,0,0.025,134,451,1,1,1,4,0,4,156,4,220,4,-,-,171,-,-,-,-,-,-,-,-,-,-
31,129,172,,ERIC CHURCH,Doing Life With Me,EMI Nashville,27,14,40,-26,14,19,-5,4,2,3,2,3,0,0.029,-0.029,507,115,1,0,1,4.7,6.3,-1.7,110,10,189,7,-,-,172,-,-,-,-,-,-,-,-,-,-
156,823,173,Yes,ZACH BRYAN,Open The Gate,Warner,-,13,0,13,2,0,2,0,0,0,2,0,0.03,0,0.03,130,338,1,1,1,2,0,2,210,2,252,2,-,-,173,-,-,-,-,-,-,-,-,-,-
74,335,174,Yes,THOMAS RHETT,Church Boots,Valory Music Co.,-,13,5,8,6,3,3,2,0,0,0,4,0.004,0.001,0.003,358,288,5,2,5,1.2,0.6,0.6,158,4,521,0,-,-,174,-,-,-,-,-,-,-,-,-,-
127,219,175,Yes,BRAD PAISLEY,The Star Spangled Banner,---,-,13,8,5,3,2,1,1,0,2,0,0,0.013,0.005,0.008,178,242,3,2,3,0.8,0.5,0.3,183,2,253,2,-,-,175,-,-,-,-,-,-,-,-,-,-
176,222,176,Yes,GREATER VISION,Think About There,Daywind,-,12,8,4,3,2,1,0,3,0,0,0,0.013,0.013,0,175,151,3,1,3,1,0.7,0.3,160,3,231,3,-,-,176,-,-,-,-,-,-,-,-,-,-
68,201,177,Yes,CRAIG MORGAN,"The Father, My Son, And The...",Broken Bow,-,12,10,2,3,2,1,2,1,0,0,0,0.003,0,0.003,416,467,2,1,2,1.5,1,0.5,462,1,290,1,-,-,177,-,-,-,-,-,-,-,-,-,-
128,194,178,Yes,CARLY PEARCE,The Star-Spangled Banner,---,-,12,11,1,3,3,0,2,0,1,0,0,0.008,0.019,-0.011,217,131,2,2,2,0.6,0.6,0,522,1,291,1,-,-,178,-,-,-,-,-,-,-,-,-,-
73,188,179,Yes,TIERA KENNEDY,"Jesus, My Mama, My Therapist",Valory Music Co.,-,12,12,0,5,5,0,5,0,0,0,0,0.001,0.001,0,480,284,1,0,1,5,5,0,556,0,522,0,-,-,179,-,-,-,-,-,-,-,-,-,-
180,-,180,Yes,CONNER SMITH,Roulette On The...f/H.Whitters,Valory Music Co.,-,12,0,12,3,0,3,0,0,2,0,1,0.014,0,0.014,173,505,3,3,3,1,0,1,166,3,254,2,-,-,180,-,-,-,-,-,-,-,-,-,-
134,348,181,Yes,49 WINCHESTER,Russell County Line,New West,-,11,4,7,4,2,2,1,0,0,0,3,0.005,0.001,0.004,292,281,2,1,2,2,1,1,159,3,523,0,-,-,181,-,-,-,-,-,-,-,-,-,-
96,332,182,Yes,COLT FORD,Young Americans,Average Joes,-,11,5,6,5,3,2,0,0,0,0,5,0.005,0,0.005,306,386,5,2,5,1,0.6,0.4,140,5,524,0,-,-,182,-,-,-,-,-,-,-,-,-,-
130,189,183,Yes,LUKE COMBS & BILLY STRINGS,The Great Divide,Columbia Nash/River House,-,11,11,0,5,5,0,0,0,3,2,0,0.02,0.011,0.009,140,158,1,0,1,5,5,0,145,5,208,5,-,-,183,-,-,-,-,-,-,-,-,-,-
68,193,184,Yes,AARON LEWIS,That Ain't Country,Dot,-,11,11,0,5,5,0,1,1,2,0,1,0.013,0.01,0.003,177,166,1,0,1,5,5,0,150,4,232,3,-,-,184,-,-,-,-,-,-,-,-,-,-
85,192,185,Yes,CARTER FAITH,Cowboy Forever,Suburban Heartbreak,-,11,11,0,5,5,0,3,0,1,1,0,0.008,0.006,0.002,210,204,1,0,1,5,5,0,199,2,255,2,-,-,185,-,-,-,-,-,-,-,-,-,-
141,187,186,,JEREMY MCCOMB,No Yesterday,Average Joes,-,11,13,-2,6,7,-1,2,0,2,1,1,0.011,0.011,0,184,161,1,0,1,6,7,-1,149,4,233,3,-,-,186,-,-,-,-,-,-,-,-,-,-
78,173,187,,TEDDY ROBB,Question The Universe,---,-,11,16,-5,2,3,-1,2,0,0,0,0,0.001,0.002,-0.001,486,279,1,0,1,2,3,-1,552,0,525,0,-,-,187,-,-,-,-,-,-,-,-,-,-
85,811,188,Yes,MIDLAND,East Bound And Down,Big Machine,-,10,0,10,4,0,4,0,0,0,0,4,0.005,0,0.005,323,461,4,4,4,1,0,1,151,4,526,0,-,-,188,-,-,-,-,-,-,-,-,-,-
86,527,189,Yes,MICKEY GUYTON,Star Spangled Banner,---,-,10,2,8,3,1,2,0,3,0,0,0,0.013,0.003,0.01,176,261,3,2,3,1,0.3,0.7,170,3,234,3,-,-,189,-,-,-,-,-,-,-,-,-,-
49,334,190,Yes,KAMERON MARLOWE,Giving You Up,Columbia Nashville,2,10,5,5,2,1,1,2,0,0,0,0,0,0,0,537,450,1,0,1,2,1,1,545,0,527,0,-,-,190,-,-,-,-,-,-,-,-,-,-
191,197,191,Yes,JON WOLFE,If I Had A Bar,Fool Hearted Productions,-,10,10,0,2,2,0,1,0,0,0,1,0.003,0.018,-0.015,443,137,2,0,2,1,1,0,414,1,528,0,-,-,191,-,-,-,-,-,-,-,-,-,-
192,200,192,Yes,CHRIS KROEZE,Crushin' Cans f/Nick Hoffman,Chris Kroeze,-,10,10,0,2,2,0,1,0,0,0,1,0.002,0.002,0,457,278,2,0,2,1,1,0,249,1,529,0,-,-,192,-,-,-,-,-,-,-,-,-,-
77,205,193,Yes,TIM DUGGER,You're Gonna Love Me,MCC/Curb,-,10,10,0,2,2,0,0,0,0,1,1,0,0,0,518,374,1,0,1,2,2,0,204,2,292,1,-,-,193,-,-,-,-,-,-,-,-,-,-
58,204,194,Yes,JON LANGSTON,When It Comes To Loving You,32 Bridge/EMI Nashville,-,10,10,0,2,2,0,0,0,0,0,2,0,0,0,536,442,1,0,1,2,2,0,192,2,530,0,-,-,194,-,-,-,-,-,-,-,-,-,-
93,202,195,Yes,FOR KING & COUNTRY,God Only Knows,Curb Word,-,10,10,0,2,2,0,0,0,0,2,0,0,0,0,523,385,1,0,1,2,2,0,215,2,256,2,1275,-,195,-,555,-,-,-,-,-,-,-,-
156,190,196,,LUKE COMBS,Don't Tempt Me,River House/Columbia Nash,-,10,11,-1,4,5,-1,0,0,0,0,4,0.004,0.005,-0.001,345,236,4,0,4,0.8,1,-0.2,157,4,531,0,-,-,196,-,-,-,-,-,-,-,-,-,-
119,185,197,,RONNIE MILSAP,Stranger In My House f/L.Bryan,Riser House Records,-,10,14,-4,2,3,-1,0,1,0,0,1,0.01,0.023,-0.013,193,123,1,0,1,2,3,-1,212,2,293,1,-,-,197,-,-,-,-,-,-,-,-,-,-
111,163,198,,JENNIFER NETTLES,National Anthem (At Bristol),Big Machine,-,10,19,-9,2,4,-2,1,0,1,0,0,0.011,0.024,-0.013,185,121,2,2,2,0.3,0.7,-0.3,515,1,294,1,-,-,198,-,-,-,-,-,-,-,-,-,-
48,160,199,,DIERKS BENTLEY,Something Real,Capitol Nashville,4,10,21,-11,4,8,-4,2,0,1,0,1,0.008,0.006,0.002,207,192,1,0,1,4,8,-4,187,2,295,1,-,-,199,-,-,-,-,-,-,-,-,-,-
124,813,200,Yes,LOCASH,The Star Spangled Banner,---,-,9,0,9,1,0,1,0,0,1,0,0,0.02,0,0.02,141,445,1,1,1,1,0,1,285,1,296,1,-,-,200,-,-,-,-,-,-,-,-,-,-
201,-,201,Yes,SHANE PROFITT,I Am Who I Am,BMLG,-,9,0,9,5,0,5,0,4,0,0,1,0.01,0,0.01,196,485,4,4,4,1.3,0,1.3,147,5,221,4,-,-,201,-,-,-,-,-,-,-,-,-,-
202,-,202,Yes,MEGAN MORONEY,No Caller ID,Columbia/Columbia Nash,-,9,0,9,3,0,3,0,1,1,1,0,0.02,0,0.02,142,470,3,3,3,1,0,1,164,3,235,3,-,-,202,-,-,-,-,-,-,-,-,-,-
75,-,203,Yes,CHASE RICE,Way Down Yonder,Dack Janiels/Broken Bow,-,9,0,9,2,0,2,0,2,0,0,0,0.015,0,0.015,169,491,1,1,1,2,0,2,178,2,257,2,-,-,203,-,-,-,-,-,-,-,-,-,-
111,-,204,Yes,JOE PETERS,I've Seen Me Do It,JP Music,-,9,0,9,2,0,2,0,0,1,1,0,0.015,0,0.015,168,481,1,1,1,2,0,2,176,2,258,2,-,-,204,-,-,-,-,-,-,-,-,-,-
117,215,205,Yes,LUKE COMBS,Any Given Friday Night,River House/Columbia Nash,-,9,9,0,2,2,0,0,2,0,0,0,0.015,0.015,0,161,145,1,0,1,2,2,0,208,2,259,2,-,-,205,-,-,-,-,-,-,-,-,-,-
135,212,206,Yes,JOE PETERS,Buckles And Broken Hearts,---,-,9,9,0,2,2,0,0,0,1,0,1,0.01,0.01,0,195,167,1,0,1,2,2,0,177,2,297,1,-,-,206,-,-,-,-,-,-,-,-,-,-
77,172,207,,HIXTAPE,John Deere Green f/HARDY...,Big Loud/Mercury/Republic,-,9,17,-8,6,7,-1,0,1,2,1,2,0.009,0.016,-0.007,201,142,2,1,2,1.5,1.8,-0.3,131,6,222,4,-,-,207,-,-,-,-,-,-,-,-,-,-
112,170,208,,MAREN MORRIS,Star Spangled Banner,---,-,9,17,-8,1,3,-2,0,0,1,0,0,0.02,0.02,0,143,128,1,1,1,0.3,0.8,-0.5,316,1,298,1,-,-,208,-,-,-,-,-,-,-,-,-,-
130,130,209,,AVERY ANNA,Narcissist,Warner Music Nashville,-,9,39,-30,2,9,-7,0,0,1,1,0,0.015,0.06,-0.045,159,95,1,0,1,2,9,-7,189,2,260,2,-,-,209,-,-,-,-,-,-,-,-,-,-
135,822,210,Yes,MIKE RYAN,Can Down,Rock & Soul,-,8,0,8,1,0,1,0,0,0,0,1,0,0,0,549,499,1,1,1,1,0,1,430,1,532,0,-,-,210,-,-,-,-,-,-,-,-,-,-
165,806,211,Yes,CURTIS GRIMES,Miles Don't Matter,Lonely River,-,8,0,8,1,0,1,0,0,0,0,1,0,0,0,527,398,1,1,1,1,0,1,474,1,533,0,-,-,211,-,-,-,-,-,-,-,-,-,-
202,805,212,Yes,ADAM HOOD,Harder Stuff f/Miranda Lambert,Southern Songs,-,8,0,8,1,0,1,0,0,0,0,1,0,0,0,530,407,1,1,1,1,0,1,282,1,534,0,-,-,212,-,-,-,-,-,-,-,-,-,-
59,478,213,Yes,IAN MUNSICK,Long Haul,Warner/WEA,-,8,2,6,1,1,0,1,0,0,0,0,0.004,0.001,0.003,354,286,1,1,1,0.5,0.5,0,534,0,535,0,-,-,213,-,-,-,-,-,-,-,-,-,-
